s,a,s',p_r,reward,number_occurrences,q,scale_factor,policy
<>,START,<START>,1.0,0.0,4000,0.3820638031698328,1,1
<A_ACCEPTED | 1>,A_FINALIZED,<A_FINALIZED | 62>,1.0,0.0,861,0.5041195650697247,1,1
<A_ACCEPTED | 94>,A_FINALIZED,<A_FINALIZED | 62>,0.9959349593495936,0.0,245,0.502070298545051,1,1
<A_ACCEPTED | 94>,A_FINALIZED,<A_FINALIZED | 94>,0.0040650406504065,0.0,1,0.502070298545051,1,1
<A_ACTIVATED | 110>,END,<END | 119>,0.3,0.8355728590774472,6,0.45975657147168636,1,1
<A_ACTIVATED | 110>,END,<END | 38>,0.7,0.2986924482120746,14,0.45975657147168636,1,1
<A_ACTIVATED | 11>,END,<END | 119>,0.0625,0.835572859077447,1,0.41694341814865166,1,1
<A_ACTIVATED | 11>,END,<END | 38>,0.3125,0.2986924482120746,5,0.41694341814865166,1,1
<A_ACTIVATED | 11>,END,<END | 40>,0.625,0.4342059590240607,10,0.41694341814865166,1,1
<A_ACTIVATED | 18>,END,<END | 21>,0.3012048192771084,0.3335728874123915,25,0.48572353742765967,1,1
<A_ACTIVATED | 18>,END,<END | 23>,0.2048192771084337,0.2543897203883434,17,0.48572353742765967,1,1
<A_ACTIVATED | 18>,END,<END | 66>,0.0963855421686747,0.8486311273526026,8,0.48572353742765967,1,1
<A_ACTIVATED | 18>,END,<END | 7>,0.3614457831325301,0.5954019051921104,30,0.48572353742765967,1,1
<A_ACTIVATED | 18>,END,<END | 85>,0.036144578313253,0.9999999999999996,3,0.48572353742765967,1,1
<A_ACTIVATED | 22>,END,<END | 84>,1.0,0.2290949788578464,2,0.0,0,1
<A_ACTIVATED | 31>,END,<END | 103>,0.24,0.3319141835888362,12,0.5595392587029281,1,1
<A_ACTIVATED | 31>,END,<END | 119>,0.02,0.835572859077447,1,0.5595392587029281,1,1
<A_ACTIVATED | 31>,END,<END | 21>,0.32,0.3335728874123915,16,0.5595392587029281,1,1
<A_ACTIVATED | 31>,END,<END | 66>,0.42,0.8486311273526029,21,0.5595392587029281,1,1
<A_ACTIVATED | 35>,END,<END | 105>,0.1416666666666666,0.5686512915552832,17,0.5548864824370185,1,1
<A_ACTIVATED | 35>,END,<END | 114>,0.15,0.2666788623235991,18,0.5548864824370185,1,1
<A_ACTIVATED | 35>,END,<END | 23>,0.2083333333333333,0.2543897203883434,25,0.5548864824370185,1,1
<A_ACTIVATED | 35>,END,<END | 36>,0.0083333333333333,0.9202767227451814,1,0.5548864824370185,1,1
<A_ACTIVATED | 35>,END,<END | 7>,0.2916666666666667,0.5954019051921106,35,0.5548864824370185,1,1
<A_ACTIVATED | 35>,END,<END | 85>,0.2,1.0,24,0.5548864824370185,1,1
<A_ACTIVATED | 44>,END,<END | 105>,0.4644808743169399,0.5686512915552832,85,0.5475375665470927,1,1
<A_ACTIVATED | 44>,END,<END | 114>,0.3224043715846995,0.2666788623235993,59,0.5475375665470927,1,1
<A_ACTIVATED | 44>,END,<END | 36>,0.1967213114754098,0.9202767227451818,36,0.5475375665470927,1,1
<A_ACTIVATED | 44>,END,<END | 85>,0.0163934426229508,0.9999999999999996,3,0.5475375665470927,1,1
<A_ACTIVATED | 58>,END,<END | 103>,0.5526315789473685,0.3319141835888364,21,0.501065081170943,1,1
<A_ACTIVATED | 58>,END,<END | 119>,0.3157894736842105,0.8355728590774472,12,0.501065081170943,1,1
<A_ACTIVATED | 58>,END,<END | 38>,0.1052631578947368,0.2986924482120746,4,0.501065081170943,1,1
<A_ACTIVATED | 58>,END,<END | 66>,0.0263157894736842,0.8486311273526026,1,0.501065081170943,1,1
<A_ACTIVATED | 65>,END,<END | 114>,1.0,0.2666788623235991,1,0.0,0,1
<A_ACTIVATED | 78>,END,<END | 105>,0.0757575757575757,0.5686512915552832,5,0.5201927667303162,1,1
<A_ACTIVATED | 78>,END,<END | 21>,0.0151515151515151,0.3335728874123915,1,0.5201927667303162,1,1
<A_ACTIVATED | 78>,END,<END | 23>,0.3333333333333333,0.2543897203883434,22,0.5201927667303162,1,1
<A_ACTIVATED | 78>,END,<END | 66>,0.0303030303030303,0.8486311273526026,2,0.5201927667303162,1,1
<A_ACTIVATED | 78>,END,<END | 7>,0.4545454545454545,0.5954019051921104,30,0.5201927667303162,1,1
<A_ACTIVATED | 78>,END,<END | 85>,0.0909090909090909,0.9999999999999996,6,0.5201927667303162,1,1
<A_ACTIVATED | 88>,END,<END | 103>,0.3518518518518518,0.3319141835888364,19,0.488981448841123,1,1
<A_ACTIVATED | 88>,END,<END | 21>,0.3148148148148148,0.3335728874123915,17,0.488981448841123,1,1
<A_ACTIVATED | 88>,END,<END | 23>,0.0185185185185185,0.2543897203883434,1,0.488981448841123,1,1
<A_ACTIVATED | 88>,END,<END | 66>,0.2962962962962963,0.8486311273526026,16,0.488981448841123,1,1
<A_ACTIVATED | 88>,END,<END | 7>,0.0185185185185185,0.5954019051921104,1,0.488981448841123,1,1
<A_APPROVED | 108>,A_REGISTERED,<A_REGISTERED | 0>,0.1031390134529148,0.0,23,0.5462353764700507,1,1
<A_APPROVED | 108>,A_REGISTERED,<A_REGISTERED | 101>,0.0269058295964125,0.0,6,0.5462353764700507,1,1
