s,a,s',p_r,reward,number_occurrences,q,scale_factor,policy
<>,START,<START>,1.0,0.0,4000,0.07210201753787389,1.0,1
<A_ACCEPTED | 14>,A_FINALIZED,<A_FINALIZED | 36>,1.0,0.0,666,0.08016950590049056,0.9999948495198369,1
<A_ACCEPTED | 45>,A_FINALIZED,<A_FINALIZED | 80>,0.0340136054421768,0.0,5,0.04688301125769233,0.8896593765992398,1
<A_ACCEPTED | 45>,A_FINALIZED,<A_FINALIZED | 91>,0.9659863945578232,0.0,142,0.04688301125769233,0.8896593765992398,1
<A_ACCEPTED | 80>,A_FINALIZED,<A_FINALIZED | 80>,1.0,0.0,1,1.0190517747005378e-06,0.009661535112449604,1
<A_ACCEPTED | 9>,A_FINALIZED,<A_FINALIZED | 95>,1.0,0.0,302,0.051857577371382794,0.9941745474306399,1
<A_ACTIVATED | 11>,END,<END | 16>,0.05,0.9999999999999998,2,0.18747466878845018,0.36831602737766633,1
<A_ACTIVATED | 11>,END,<END | 39>,0.575,0.3351235030875737,23,0.18747466878845018,0.36831602737766633,1
<A_ACTIVATED | 11>,END,<END | 3>,0.15,0.4770121076818484,6,0.18747466878845018,0.36831602737766633,1
<A_ACTIVATED | 11>,END,<END | 66>,0.05,0.5460652248751904,2,0.18747466878845018,0.36831602737766633,1
<A_ACTIVATED | 11>,END,<END | 72>,0.175,0.9568789994467968,7,0.18747466878845018,0.36831602737766633,1
<A_ACTIVATED | 19>,END,<END | 27>,0.0259740259740259,0.9010377993821732,2,0.4501908650546967,0.6315325545599517,1
<A_ACTIVATED | 19>,END,<END | 63>,0.9090909090909092,0.7370097374250815,70,0.4501908650546967,0.6315325545599517,1
<A_ACTIVATED | 19>,END,<END | 82>,0.0649350649350649,0.2994088716959795,5,0.4501908650546967,0.6315325545599517,1
<A_ACTIVATED | 32>,END,<END | 39>,0.588957055214724,0.3351235030875735,96,0.5421359130491592,0.9177984063270652,1
<A_ACTIVATED | 32>,END,<END | 72>,0.4110429447852761,0.9568789994467974,67,0.5421359130491592,0.9177984063270652,1
<A_ACTIVATED | 42>,END,<END | 49>,1.0,0.6126173139461277,8,0.04725798659390163,0.0771411214114941,1
<A_ACTIVATED | 52>,END,<END | 16>,0.2075471698113207,1.0,11,0.3054615060715677,0.4715621454116875,1
<A_ACTIVATED | 52>,END,<END | 3>,0.0188679245283018,0.4770121076818484,1,0.3054615060715677,0.4715621454116875,1
<A_ACTIVATED | 52>,END,<END | 49>,0.1320754716981132,0.6126173139461277,7,0.3054615060715677,0.4715621454116875,1
<A_ACTIVATED | 52>,END,<END | 66>,0.6415094339622641,0.5460652248751905,34,0.3054615060715677,0.4715621454116875,1
<A_ACTIVATED | 56>,END,<END | 16>,0.2735849056603773,0.9999999999999992,29,0.4844668425233341,0.7715533182371488,1
<A_ACTIVATED | 56>,END,<END | 3>,0.6132075471698113,0.4770121076818483,65,0.4844668425233341,0.7715533182371488,1
<A_ACTIVATED | 56>,END,<END | 66>,0.1132075471698113,0.5460652248751905,12,0.4844668425233341,0.7715533182371488,1
<A_ACTIVATED | 74>,END,<END | 27>,0.4956521739130435,0.9010377993821724,57,0.48074826839998175,0.8044548002984013,1
<A_ACTIVATED | 74>,END,<END | 82>,0.5043478260869565,0.2994088716959792,58,0.48074826839998175,0.8044548002984013,1
