s,a,s',p_r,reward,number_occurrences,q,scale_factor,policy
<>,START,<START>,1.0,0.0,16000,0.5159521530016282,1,1
<A_ACCEPTED | 20>,A_FINALIZED,<A_FINALIZED | 26>,1.0,0.0,1115,0.6000501246085944,1,1
<A_ACCEPTED | 40>,A_FINALIZED,<A_FINALIZED | 40>,1.0,0.0,46,0.5945019211315523,1,1
<A_ACCEPTED | 5>,A_FINALIZED,<A_FINALIZED | 83>,1.0,0.0,2694,0.595284905492485,1,1
<A_ACCEPTED | 73>,A_FINALIZED,<A_FINALIZED | 74>,1.0,0.0,668,0.5962847125564236,1,1
<A_ACTIVATED | 18>,END,<END | 43>,0.3684210526315789,0.9999999999999972,189,0.603103588138239,1,1
<A_ACTIVATED | 18>,END,<END | 55>,0.631578947368421,0.3715806812188801,324,0.603103588138239,1,1
<A_ACTIVATED | 19>,END,<END | 10>,0.3431952662721893,0.342759593543033,174,0.6074047468178901,1,1
<A_ACTIVATED | 19>,END,<END | 17>,0.0433925049309664,0.975780153974972,22,0.6074047468178901,1,1
<A_ACTIVATED | 19>,END,<END | 68>,0.3431952662721893,0.9786310365232948,174,0.6074047468178901,1,1
<A_ACTIVATED | 19>,END,<END | 90>,0.2702169625246548,0.4128837490341603,137,0.6074047468178901,1,1
<A_ACTIVATED | 3>,END,<END | 43>,0.1358024691358024,1.0,44,0.6516788139194097,1,1
<A_ACTIVATED | 3>,END,<END | 55>,0.0586419753086419,0.3715806812188774,19,0.6516788139194097,1,1
<A_ACTIVATED | 3>,END,<END | 80>,0.8055555555555556,0.6133482864625674,261,0.6516788139194097,1,1
<A_ACTIVATED | 60>,END,<END | 17>,0.4386252045826514,0.97578015397497,268,0.676451159343395,1,1
<A_ACTIVATED | 60>,END,<END | 68>,0.0294599018003273,0.9786310365232932,18,0.676451159343395,1,1
<A_ACTIVATED | 60>,END,<END | 90>,0.5319148936170213,0.4128837490341634,325,0.676451159343395,1,1
<A_ACTIVATED | 86>,END,<END | 10>,0.6266666666666667,0.3427595935430358,423,0.5801515989223325,1,1
<A_ACTIVATED | 86>,END,<END | 68>,0.3733333333333333,0.978631036523295,252,0.5801515989223325,1,1
<A_ACTIVATED | 8>,END,<END | 17>,0.1270718232044199,0.975780153974972,23,0.6072473294914648,1,1
<A_ACTIVATED | 8>,END,<END | 57>,0.856353591160221,0.5563236893511502,155,0.6072473294914648,1,1
<A_ACTIVATED | 8>,END,<END | 90>,0.0165745856353591,0.412883749034161,3,0.6072473294914648,1,1
<A_APPROVED | 12>,A_REGISTERED,<A_REGISTERED | 52>,0.0224215246636771,0.0,10,0.6089756000658247,1,1
<A_APPROVED | 12>,A_REGISTERED,<A_REGISTERED | 6>,0.9730941704035876,0.0,434,0.6089756000658247,1,1
<A_APPROVED | 12>,A_REGISTERED,<A_REGISTERED | 92>,0.0044843049327354,0.0,2,0.6089756000658247,1,1
<A_APPROVED | 14>,A_REGISTERED,<A_REGISTERED | 92>,1.0,0.0,2,0.6180706772882121,1,1
<A_APPROVED | 30>,A_REGISTERED,<A_REGISTERED | 30>,0.6666666666666666,0.0,2,0.603103588138239,1,1
<A_APPROVED | 30>,A_REGISTERED,<A_REGISTERED | 61>,0.3333333333333333,0.0,1,0.603103588138239,1,1
