s,a,s',p_r,reward,number_occurrences,q,scale_factor,policy
<>,START,<START>,1.0,0.0,7999,0.48988445324881785,1,1
<A_ACCEPTED | 1>,A_FINALIZED,<A_FINALIZED | 25>,1.0,0.0,1465,0.5481561513579243,1,1
<A_ACCEPTED | 28>,A_FINALIZED,<A_FINALIZED | 89>,1.0,0.0,796,0.5382745993833788,1,1
<A_ACCEPTED | 29>,A_FINALIZED,<A_FINALIZED | 75>,1.0,0.0,574,0.5025787557130801,1,1
<A_ACCEPTED | 65>,A_FINALIZED,<A_FINALIZED | 75>,0.9252577319587628,0.0,359,0.5052467440286437,1,1
<A_ACCEPTED | 65>,A_FINALIZED,<A_FINALIZED | 89>,0.0747422680412371,0.0,29,0.5052467440286437,1,1
<A_ACCEPTED | 76>,A_FINALIZED,<A_FINALIZED | 76>,0.0239520958083832,0.0,4,0.525381794607729,1,1
<A_ACCEPTED | 76>,A_FINALIZED,<A_FINALIZED | 89>,0.9760479041916168,0.0,163,0.525381794607729,1,1
<A_ACTIVATED | 32>,END,<END | 30>,0.0988142292490118,0.9999999999999992,25,0.6246979172951597,1,1
<A_ACTIVATED | 32>,END,<END | 40>,0.2450592885375494,0.6482927352322317,62,0.6246979172951597,1,1
<A_ACTIVATED | 32>,END,<END | 63>,0.6561264822134387,0.559363996935404,166,0.6246979172951597,1,1
<A_ACTIVATED | 37>,END,<END | 0>,0.010178117048346,0.9309804481418724,4,0.6651696225794358,1,1
<A_ACTIVATED | 37>,END,<END | 19>,0.4478371501272264,0.9875965330378113,176,0.6651696225794358,1,1
<A_ACTIVATED | 37>,END,<END | 58>,0.5419847328244275,0.3937593899835495,213,0.6651696225794358,1,1
<A_ACTIVATED | 49>,END,<END | 30>,0.3794749403341289,1.0,159,0.6150962288490561,1,1
<A_ACTIVATED | 49>,END,<END | 63>,0.0477326968973747,0.5593639969354037,20,0.6150962288490561,1,1
<A_ACTIVATED | 49>,END,<END | 68>,0.5727923627684964,0.3647418331210268,240,0.6150962288490561,1,1
<A_ACTIVATED | 59>,END,<END | 19>,0.2035928143712574,0.9875965330378094,34,0.6546546971249627,1,1
<A_ACTIVATED | 59>,END,<END | 58>,0.1077844311377245,0.3937593899835489,18,0.6546546971249627,1,1
<A_ACTIVATED | 59>,END,<END | 83>,0.688622754491018,0.5970555067554729,115,0.6546546971249627,1,1
<A_ACTIVATED | 79>,END,<END | 0>,0.3904109589041096,0.930980448141874,171,0.5647293090659882,1,1
<A_ACTIVATED | 79>,END,<END | 74>,0.6095890410958904,0.3301639728039041,267,0.5647293090659882,1,1
<A_ACTIVATED | 7>,END,<END | 0>,0.3463414634146341,0.9309804481418736,142,0.5677791597473851,1,1
<A_ACTIVATED | 7>,END,<END | 19>,0.0170731707317073,0.9875965330378098,7,0.5677791597473851,1,1
<A_ACTIVATED | 7>,END,<END | 58>,0.2878048780487804,0.393759389983549,118,0.5677791597473851,1,1
