s,a,s',p_r,reward,number_occurrences,q,scale_factor,policy
<>,START,<START>,1.0,0.0,7999,0.3354516845210821,1.0,1
<A_ACCEPTED | 31>,A_FINALIZED,<A_FINALIZED | 20>,0.2672811059907834,0.0,58,0.3812403643956845,0.99999988737032,1
<A_ACCEPTED | 31>,A_FINALIZED,<A_FINALIZED | 52>,0.7327188940092166,0.0,159,0.3812403643956845,0.99999988737032,1
<A_ACCEPTED | 58>,A_FINALIZED,<A_FINALIZED | 20>,1.0,0.0,966,0.38728388397807983,1.0,1
<A_ACCEPTED | 5>,A_FINALIZED,<A_FINALIZED | 20>,1.0,0.0,478,0.3872838839780797,0.9999999999999998,1
<A_ACCEPTED | 60>,A_FINALIZED,<A_FINALIZED | 60>,1.0,0.0,86,0.38660106370551667,0.997324385319232,1
<A_ACCEPTED | 74>,A_FINALIZED,<A_FINALIZED | 20>,1.0,0.0,486,0.3872838839780798,0.9999999999999999,1
<A_ACTIVATED | 32>,END,<END | 13>,0.5031645569620253,0.5277355555983361,159,0.5788237854969508,0.9999999999444948,1
<A_ACTIVATED | 32>,END,<END | 53>,0.0348101265822784,0.9999999999999982,11,0.5788237854969508,0.9999999999444948,1
<A_ACTIVATED | 32>,END,<END | 70>,0.4620253164556962,0.6027285129250233,146,0.5788237854969508,0.9999999999444948,1
<A_ACTIVATED | 3>,END,<END | 43>,0.0470588235294117,0.5261969314027751,8,0.6442933367921636,0.9999958140546495,1
<A_ACTIVATED | 3>,END,<END | 50>,0.9529411764705882,0.6501280882185394,162,0.6442933367921636,0.9999958140546495,1
<A_ACTIVATED | 46>,END,<END | 43>,0.9774436090225564,0.526196931402776,260,0.5316229855269157,0.9999999974016553,1
<A_ACTIVATED | 46>,END,<END | 50>,0.0150375939849624,0.6501280882185407,4,0.5316229855269157,0.9999999974016553,1
<A_ACTIVATED | 46>,END,<END | 53>,0.0075187969924812,0.9999999999999984,2,0.5316229855269157,0.9999999974016553,1
<A_ACTIVATED | 9>,END,<END | 11>,0.5426229508196722,0.3457018272704631,331,0.5574777419821892,1.0,1
<A_ACTIVATED | 9>,END,<END | 13>,0.1852459016393442,0.5277355555983376,113,0.5574777419821892,1.0,1
<A_ACTIVATED | 9>,END,<END | 53>,0.2721311475409836,1.0,166,0.5574777419821892,1.0,1
<A_APPROVED | 1>,A_REGISTERED,<A_REGISTERED | 1>,1.0,0.0,2,0.0031333305539825527,0.07677171312528142,1
<A_APPROVED | 2>,A_REGISTERED,<A_REGISTERED | 19>,0.580952380952381,0.0,61,0.565627637816593,0.9993789422427214,1
<A_APPROVED | 2>,A_REGISTERED,<A_REGISTERED | 40>,0.3523809523809524,0.0,37,0.565627637816593,0.9993789422427214,1
<A_APPROVED | 2>,A_REGISTERED,<A_REGISTERED | 69>,0.0666666666666666,0.0,7,0.565627637816593,0.9993789422427214,1
<A_APPROVED | 34>,A_REGISTERED,<A_REGISTERED | 69>,1.0,0.0,125,0.578710811248801,0.999866619435344,1
<A_APPROVED | 38>,A_REGISTERED,<A_REGISTERED | 30>,1.0,0.0,1,0.020671510548202734,0.038442584421216286,1
<A_APPROVED | 39>,A_REGISTERED,<A_REGISTERED | 14>,0.9506172839506172,0.0,154,0.6390175890202641,0.9999922544738616,1
<A_APPROVED | 39>,A_REGISTERED,<A_REGISTERED | 30>,0.0493827160493827,0.0,8,0.6390175890202641,0.9999922544738616,1
<A_APPROVED | 45>,A_REGISTERED,<A_REGISTERED | 45>,1.0,0.0,1,0.0007856496178298516,0.038442584421216286,1
<A_APPROVED | 59>,A_REGISTERED,<A_REGISTERED | 19>,0.0225225225225225,0.0,10,0.5577522491770955,0.9999999999999971,1
<A_APPROVED | 59>,A_REGISTERED,<A_REGISTERED | 40>,0.9774774774774776,0.0,434,0.5577522491770955,0.9999999999999971,1
<A_APPROVED | 64>,A_REGISTERED,<A_REGISTERED | 30>,1.0,0.0,267,0.5377242661931769,0.999999997594034,1
<A_APPROVED | 6>,A_REGISTERED,<A_REGISTERED | 6>,1.0,0.0,1,0.0007856496178298516,0.038442584421216286,1
<A_APPROVED | 75>,A_REGISTERED,<A_REGISTERED | 19>,0.9761904761904762,0.0,246,0.5696293574414542,0.999999992372214,1
<A_APPROVED | 75>,A_REGISTERED,<A_REGISTERED | 40>,0.0119047619047619,0.0,3,0.5696293574414542,0.999999992372214,1
<A_APPROVED | 75>,A_REGISTERED,<A_REGISTERED | 69>,0.0119047619047619,0.0,3,0.5696293574414542,0.999999992372214,1
<A_APPROVED | 79>,A_REGISTERED,<A_REGISTERED | 14>,0.5,0.0,1,0.045372429999602816,0.07677171312528142,1
<A_APPROVED | 79>,A_REGISTERED,<A_REGISTERED | 30>,0.5,0.0,1,0.045372429999602816,0.07677171312528142,1
<A_CANCELLED | 12>,END,<END | 51>,1.0,0.0322434090317594,1,0.0012395199737312184,0.038442584421216286,1
<A_CANCELLED | 18>,END,<END | 62>,1.0,0.0380283679178311,881,0.0380283679178311,1.0,1
<A_CANCELLED | 28>,END,<END | 28>,1.0,0.0428577989190491,2,0.0032902666437942337,0.07677171312528142,1
<A_CANCELLED | 31>,END,<END | 31>,1.0,0.0413320916306544,20,0.026720450523831877,0.6464819337624415,1
<A_CANCELLED | 51>,END,<END | 51>,1.0,0.0322434090317593,30,0.026408133061938663,0.8190242240182181,1
<A_CANCELLED | 56>,END,<END | 56>,1.0,0.0428120410189311,1,0.0016458055011148334,0.038442584421216286,1
<A_CANCELLED | 58>,END,<END | 58>,1.0,0.0427294572167269,100,0.042690478058674645,0.9990877684718871,1
<A_CANCELLED | 5>,END,<END | 5>,1.0,0.04258663887446,61,0.04181307242974228,0.9818354661188902,1
<A_CANCELLED | 60>,END,<END | 60>,1.0,0.0423277901451882,11,0.016910773496212946,0.3995194041126986,1
<A_CANCELLED | 68>,END,<END | 68>,1.0,0.0429717526282106,2,0.0032990150652635417,0.07677171312528142,1
<A_CANCELLED | 6>,END,<END | 6>,1.0,0.0430391044860646,1,0.001654534407619087,0.038442584421216286,1
<A_CANCELLED | 74>,END,<END | 74>,1.0,0.0426448195290985,50,0.04086099020202449,0.9581700814595586,1
<A_CANCELLED | 8>,END,<END | 62>,0.8457446808510638,0.038028367917831,318,0.03877449876724553,0.9999999999994506,1
<A_CANCELLED | 8>,END,<END | 8>,0.1542553191489361,0.0428653541141737,58,0.03877449876724553,0.9999999999994506,1
<A_DECLINED | 0>,A_SUBMITTED,<A_SUBMITTED | 24>,1.0,0.0,1,5.695790899446322e-05,0.038442584421216286,1
<A_DECLINED | 12>,END,<END | 15>,0.7142857142857143,0.0215088627917908,5,0.006461217010838974,0.26290891970625707,1
<A_DECLINED | 12>,END,<END | 51>,0.2857142857142857,0.0322434090317594,2,0.006461217010838974,0.26290891970625707,1
<A_DECLINED | 18>,END,<END | 24>,1.0,0.0385415240354187,2555,0.0385415240354187,1.0,1
<A_DECLINED | 28>,END,<END | 41>,1.0,0.0129746198146329,2,0.000996083790318589,0.07677171312528142,1
<A_DECLINED | 31>,END,<END | 31>,0.7647058823529411,0.0413320916306544,52,0.039207194741631854,0.9893581102391256,1
<A_DECLINED | 31>,END,<END | 66>,0.2352941176470588,0.0340936179549741,16,0.039207194741631854,0.9893581102391256,1
<A_DECLINED | 36>,END,<END | 41>,0.5666666666666667,0.0129746198146329,68,0.007350843980854455,0.9998040635181106,1
<A_DECLINED | 36>,END,<END | 57>,0.4333333333333333,0.0,52,0.007350843980854455,0.9998040635181106,1
<A_DECLINED | 42>,END,<END | 15>,0.4285714285714285,0.0215088627917908,3,0.007671417310518132,0.26290891970625707,1
<A_DECLINED | 42>,END,<END | 42>,0.1428571428571428,0.0429961297456045,1,0.007671417310518132,0.26290891970625707,1
<A_DECLINED | 42>,END,<END | 51>,0.4285714285714285,0.0322434090317594,3,0.007671417310518132,0.26290891970625707,1
<A_DECLINED | 44>,END,<END | 15>,1.0,0.0215088627917909,430,0.021508862791790713,0.9999999999999913,1
<A_DECLINED | 47>,END,<END | 73>,1.0,0.0277180251960683,2,0.002127960278751878,0.07677171312528142,1
<A_DECLINED | 48>,END,<END | 57>,1.0,2.775557561562892e-17,1,1.0669960587632669e-18,0.038442584421216286,1
<A_DECLINED | 49>,END,<END | 57>,1.0,2.775557561562892e-17,2,2.1308430887901195e-18,0.07677171312528142,1
<A_DECLINED | 51>,END,<END | 51>,1.0,0.0322434090317594,109,0.032228686598557654,0.9995433971269214,1
<A_DECLINED | 54>,END,<END | 41>,0.6666666666666666,0.0129746198146329,2,0.002634454206485029,0.11487526582261476,1
<A_DECLINED | 54>,END,<END | 54>,0.3333333333333333,0.0428502757656244,1,0.002634454206485029,0.11487526582261476,1
<A_DECLINED | 55>,END,<END | 15>,0.6666666666666666,0.0215088627917908,4,0.005688692057820981,0.22675815692505186,1
<A_DECLINED | 55>,END,<END | 51>,0.3333333333333333,0.0322434090317594,2,0.005688692057820981,0.22675815692505186,1
<A_DECLINED | 56>,END,<END | 51>,0.6,0.0322434090317594,3,0.006354940673971297,0.18997158704554318,1
<A_DECLINED | 56>,END,<END | 56>,0.2,0.0428120410189311,1,0.006354940673971297,0.18997158704554318,1
<A_DECLINED | 56>,END,<END | 73>,0.2,0.0277180251960683,1,0.006354940673971297,0.18997158704554318,1
<A_DECLINED | 58>,END,<END | 66>,1.0,0.0340936179549742,284,0.03409361793279024,0.9999999993493223,1
<A_DECLINED | 5>,END,<END | 66>,1.0,0.0340936179549741,156,0.03409319900069103,0.9999877116507956,1
<A_DECLINED | 60>,END,<END | 60>,0.1935483870967742,0.0423277901451882,6,0.029666633778583796,0.8312932028830773,1
<A_DECLINED | 60>,END,<END | 66>,0.8064516129032258,0.0340936179549741,25,0.029666633778583796,0.8312932028830773,1
<A_DECLINED | 65>,END,<END | 65>,1.0,0.0359299642807693,7,0.00944630809414146,0.26290891970625707,1
<A_DECLINED | 68>,END,<END | 41>,1.0,0.0129746198146329,3,0.0014904629001533192,0.11487526582261476,1
<A_DECLINED | 6>,END,<END | 15>,0.68,0.0215088627917908,17,0.018582278609804326,0.7449623157154446,1
<A_DECLINED | 6>,END,<END | 51>,0.32,0.0322434090317594,8,0.018582278609804326,0.7449623157154446,1
<A_DECLINED | 73>,END,<END | 73>,1.0,0.0277180251960683,45,0.026031293857994933,0.9391467708777238,1
<A_DECLINED | 74>,END,<END | 66>,1.0,0.0340936179549741,167,0.03409343819698052,0.9999947275178065,1
<A_DECLINED | 79>,END,<END | 15>,0.8,0.0215088627917908,4,0.0046339927074625495,0.18997158704554318,1
<A_DECLINED | 79>,END,<END | 65>,0.2,0.0359299642807693,1,0.0046339927074625495,0.18997158704554318,1
<A_DECLINED | 8>,END,<END | 77>,1.0,0.0362270682110485,1006,0.0362270682110485,1.0,1
<A_FINALIZED | 20>,O_SELECTED,<O_SELECTED | 33>,0.7263581488933601,0.0,1444,0.3872839235448231,1.0,1
<A_FINALIZED | 20>,O_SELECTED,<O_SELECTED | 4>,0.2736418511066398,0.0,544,0.3872839235448231,1.0,1
<A_FINALIZED | 52>,O_SELECTED,<O_SELECTED | 52>,1.0,0.0,159,0.37903590786289176,0.9999902439887866,1
<A_FINALIZED | 60>,O_SELECTED,<O_SELECTED | 4>,1.0,0.0,86,0.38763827364095854,0.997324385319232,1
<A_PARTLYSUBMITTED | 0>,A_DECLINED,<A_DECLINED | 0>,1.0,0.0,1,2.189609224975607e-06,0.038442584421216286,1
<A_PARTLYSUBMITTED | 21>,A_DECLINED,<A_DECLINED | 18>,1.0,0.0,2519,0.0385415240354187,1.0,0
<A_PARTLYSUBMITTED | 21>,A_PREACCEPTED,<A_PREACCEPTED | 18>,1.0,0.0,2175,0.37166245078056914,1.0,1
<A_PARTLYSUBMITTED | 21>,W_Assess_fraud,<A_CANCELLED | 18>,0.1625,0.0,13,0.2638096089808093,0.995758430910334,0
<A_PARTLYSUBMITTED | 21>,W_Assess_fraud,<W_Assess_fraud | 18>,0.8375,0.0,67,0.2638096089808093,0.995758430910334,0
<A_PARTLYSUBMITTED | 21>,W_Fix_incomplete_submission,<A_CANCELLED | 8>,0.1349172677131947,0.0,318,0.32676931775530593,1.0,0
<A_PARTLYSUBMITTED | 21>,W_Fix_incomplete_submission,<W_Fix_incomplete_submission | 18>,0.8650827322868052,0.0,2039,0.32676931775530593,1.0,0
<A_PREACCEPTED | 18>,W_Complete_preaccepted_appl,<A_CANCELLED | 58>,0.0453309156844968,0.0,100,0.37166287512881657,1.0,1
<A_PREACCEPTED | 18>,W_Complete_preaccepted_appl,<W_Complete_preaccepted_appl | 16>,0.9546690843155032,0.0,2106,0.37166287512881657,1.0,1
<A_PREACCEPTED | 8>,W_Complete_preaccepted_appl,<A_CANCELLED | 60>,0.0092307692307692,0.0,9,0.3716860185338125,1.0,1
<A_PREACCEPTED | 8>,W_Complete_preaccepted_appl,<A_CANCELLED | 74>,0.0348717948717948,0.0,34,0.3716860185338125,1.0,1
<A_PREACCEPTED | 8>,W_Complete_preaccepted_appl,<W_Complete_preaccepted_appl | 63>,0.955897435897436,0.0,932,0.3716860185338125,1.0,1
<A_REGISTERED | 14>,A_ACTIVATED,<A_ACTIVATED | 3>,1.0,0.0,155,0.6442847864353445,0.9999867290932083,1
<A_REGISTERED | 19>,A_ACTIVATED,<A_ACTIVATED | 32>,0.5709779179810726,0.0,181,0.5696658614361029,0.9999999999486043,1
<A_REGISTERED | 19>,A_ACTIVATED,<A_ACTIVATED | 9>,0.4290220820189274,0.0,136,0.5696658614361029,0.9999999999486043,1
<A_REGISTERED | 1>,A_ACTIVATED,<A_ACTIVATED | 46>,1.0,0.0,2,0.040813607335678,0.07677171312528142,1
<A_REGISTERED | 30>,A_ACTIVATED,<A_ACTIVATED | 3>,0.0541516245487364,0.0,15,0.5377242674869233,0.999999998885149,1
<A_REGISTERED | 30>,A_ACTIVATED,<A_ACTIVATED | 46>,0.9458483754512635,0.0,262,0.5377242674869233,0.999999998885149,1
<A_REGISTERED | 40>,A_ACTIVATED,<A_ACTIVATED | 9>,1.0,0.0,474,0.557477741982189,0.9999999999999997,1
<A_REGISTERED | 45>,A_ACTIVATED,<A_ACTIVATED | 46>,1.0,0.0,1,0.0204369615013775,0.038442584421216286,1
<A_REGISTERED | 69>,A_ACTIVATED,<A_ACTIVATED | 32>,1.0,0.0,135,0.5787880103204336,0.9999381933199472,1
<A_REGISTERED | 6>,A_ACTIVATED,<A_ACTIVATED | 46>,1.0,0.0,1,0.0204369615013775,0.038442584421216286,1
<A_SUBMITTED | 0>,A_PARTLYSUBMITTED,<A_CANCELLED | 18>,0.1085135641955244,0.0,868,0.3354577814171589,1.0,1
<A_SUBMITTED | 0>,A_PARTLYSUBMITTED,<A_PARTLYSUBMITTED | 21>,0.8914864358044755,0.0,7131,0.3354577814171589,1.0,1
<A_SUBMITTED | 24>,END,<END | 24>,1.0,0.0385415240354189,1,0.0014816357914539276,0.038442584421216286,1
<O_ACCEPTED | 10>,A_APPROVED,<A_APPROVED | 34>,0.0121212121212121,0.0,2,0.569663950108485,0.9999938506463942,1
<O_ACCEPTED | 10>,A_APPROVED,<A_APPROVED | 59>,0.006060606060606,0.0,1,0.569663950108485,0.9999938506463942,1
<O_ACCEPTED | 10>,A_APPROVED,<A_APPROVED | 75>,0.9818181818181818,0.0,162,0.569663950108485,0.9999938506463942,1
<O_ACCEPTED | 1>,A_APPROVED,<A_APPROVED | 1>,1.0,0.0,2,0.00024055115441702762,0.07677171312528142,1
<O_ACCEPTED | 28>,A_APPROVED,<A_APPROVED | 2>,0.1705069124423963,0.0,37,0.5606275243336213,0.99999988737032,1
<O_ACCEPTED | 28>,A_APPROVED,<A_APPROVED | 59>,0.7004608294930875,0.0,152,0.5606275243336213,0.99999988737032,1
<O_ACCEPTED | 28>,A_APPROVED,<A_APPROVED | 75>,0.1290322580645161,0.0,28,0.5606275243336213,0.99999988737032,1
<O_ACCEPTED | 29>,A_APPROVED,<A_APPROVED | 39>,1.0,0.0,10,0.23433346295096996,0.366708940375566,1
<O_ACCEPTED | 38>,A_APPROVED,<A_APPROVED | 38>,0.0238095238095238,0.0,1,0.4854567364704806,0.9239518001184096,1
<O_ACCEPTED | 38>,A_APPROVED,<A_APPROVED | 64>,0.9761904761904762,0.0,41,0.4854567364704806,0.9239518001184096,1
<O_ACCEPTED | 45>,A_APPROVED,<A_APPROVED | 45>,1.0,0.0,1,3.0202401758920382e-05,0.038442584421216286,1
<O_ACCEPTED | 47>,A_APPROVED,<A_APPROVED | 39>,0.5116279069767442,0.0,22,0.547916900606191,0.9293835228290888,1
<O_ACCEPTED | 47>,A_APPROVED,<A_APPROVED | 64>,0.4883720930232558,0.0,21,0.547916900606191,0.9293835228290888,1
<O_ACCEPTED | 48>,A_APPROVED,<A_APPROVED | 39>,1.0,0.0,49,0.6101984224000739,0.9549008241473049,1
<O_ACCEPTED | 49>,A_APPROVED,<A_APPROVED | 34>,1.0,0.0,25,0.43111774607747033,0.7449623157154446,1
<O_ACCEPTED | 54>,A_APPROVED,<A_APPROVED | 2>,0.8082191780821918,0.0,59,0.5629026085809585,0.9927436057248339,1
<O_ACCEPTED | 54>,A_APPROVED,<A_APPROVED | 34>,0.0684931506849315,0.0,5,0.5629026085809585,0.9927436057248339,1
<O_ACCEPTED | 54>,A_APPROVED,<A_APPROVED | 75>,0.1232876712328767,0.0,9,0.5629026085809585,0.9927436057248339,1
<O_ACCEPTED | 56>,A_APPROVED,<A_APPROVED | 64>,1.0,0.0,160,0.5377194085588889,0.999990966310071,1
<O_ACCEPTED | 67>,A_APPROVED,<A_APPROVED | 2>,0.0068027210884353,0.0,1,0.5753334162196427,0.9999754440754057,1
<O_ACCEPTED | 67>,A_APPROVED,<A_APPROVED | 34>,0.6326530612244898,0.0,93,0.5753334162196427,0.9999754440754057,1
<O_ACCEPTED | 67>,A_APPROVED,<A_APPROVED | 75>,0.3605442176870748,0.0,53,0.5753334162196427,0.9999754440754057,1
<O_ACCEPTED | 68>,A_APPROVED,<A_APPROVED | 2>,0.0267558528428093,0.0,8,0.5579629618020989,0.9999999997947624,1
<O_ACCEPTED | 68>,A_APPROVED,<A_APPROVED | 59>,0.9732441471571908,0.0,291,0.5579629618020989,0.9999999997947624,1
<O_ACCEPTED | 6>,A_APPROVED,<A_APPROVED | 6>,1.0,0.0,1,3.0202401758920382e-05,0.038442584421216286,1
<O_ACCEPTED | 78>,A_APPROVED,<A_APPROVED | 39>,0.8390804597701149,0.0,73,0.6211745692375025,0.9975222395224542,1
<O_ACCEPTED | 78>,A_APPROVED,<A_APPROVED | 64>,0.160919540229885,0.0,14,0.6211745692375025,0.9975222395224542,1
<O_ACCEPTED | 79>,A_APPROVED,<A_APPROVED | 79>,1.0,0.0,2,0.00348331917972642,0.07677171312528142,1
<O_ACCEPTED | 7>,A_APPROVED,<A_APPROVED | 39>,0.2051282051282051,0.0,8,0.5055274572590825,0.9051482536448664,1
<O_ACCEPTED | 7>,A_APPROVED,<A_APPROVED | 64>,0.7948717948717948,0.0,31,0.5055274572590825,0.9051482536448664,1
<O_CANCELLED | 12>,A_DECLINED,<A_DECLINED | 12>,0.25,0.0,2,0.0076931429394626535,0.2983362499775454,1
<O_CANCELLED | 12>,A_DECLINED,<A_DECLINED | 51>,0.75,0.0,6,0.0076931429394626535,0.2983362499775454,1
<O_CANCELLED | 1>,A_DECLINED,<A_DECLINED | 51>,1.0,0.0,47,0.03053980159202323,0.9475968404306613,1
<O_CANCELLED | 22>,O_SELECTED,<O_SELECTED | 51>,1.0,0.0,2,0.00011740066725273673,0.07677171312528142,1
<O_CANCELLED | 23>,O_SELECTED,<O_SELECTED | 23>,1.0,0.0,1,0.0026414655204345483,0.038442584421216286,1
<O_CANCELLED | 26>,O_SELECTED,<O_SELECTED | 51>,1.0,0.0,1,5.8787082875245015e-05,0.038442584421216286,1
<O_CANCELLED | 28>,A_DECLINED,<A_DECLINED | 28>,1.0,0.0,2,7.647105899908168e-05,0.07677171312528142,1
<O_CANCELLED | 42>,A_DECLINED,<A_DECLINED | 42>,1.0,0.0,4,0.0011709939813866331,0.15264375981490486,0
