s,a,s',p_r,reward,number_occurrences,q,scale_factor,policy
<>,START,<START>,1.0,0.0,7999,0.4548744350240424,1,1
<A_ACCEPTED | 31>,A_FINALIZED,<A_FINALIZED | 20>,0.2672811059907834,0.0,58,0.5198709247695553,1,1
<A_ACCEPTED | 31>,A_FINALIZED,<A_FINALIZED | 52>,0.7327188940092166,0.0,159,0.5198709247695553,1,1
<A_ACCEPTED | 58>,A_FINALIZED,<A_FINALIZED | 20>,1.0,0.0,966,0.5276294136181463,1,1
<A_ACCEPTED | 5>,A_FINALIZED,<A_FINALIZED | 20>,1.0,0.0,478,0.5276294136181463,1,1
<A_ACCEPTED | 60>,A_FINALIZED,<A_FINALIZED | 60>,1.0,0.0,86,0.5295696990801064,1,1
<A_ACCEPTED | 74>,A_FINALIZED,<A_FINALIZED | 20>,1.0,0.0,486,0.5276294136181463,1,1
<A_ACTIVATED | 32>,END,<END | 13>,0.5031645569620253,0.5277355555983361,159,0.5788237855290785,1,1
<A_ACTIVATED | 32>,END,<END | 53>,0.0348101265822784,0.9999999999999982,11,0.5788237855290785,1,1
<A_ACTIVATED | 32>,END,<END | 70>,0.4620253164556962,0.6027285129250233,146,0.5788237855290785,1,1
<A_ACTIVATED | 3>,END,<END | 43>,0.0470588235294117,0.5261969314027751,8,0.6442960337801504,1,1
<A_ACTIVATED | 3>,END,<END | 50>,0.9529411764705882,0.6501280882185394,162,0.6442960337801504,1,1
<A_ACTIVATED | 46>,END,<END | 43>,0.9774436090225564,0.526196931402776,260,0.5316229869082554,1,1
<A_ACTIVATED | 46>,END,<END | 50>,0.0150375939849624,0.6501280882185407,4,0.5316229869082554,1,1
<A_ACTIVATED | 46>,END,<END | 53>,0.0075187969924812,0.9999999999999984,2,0.5316229869082554,1,1
<A_ACTIVATED | 9>,END,<END | 11>,0.5426229508196722,0.3457018272704631,331,0.5574777419821892,1,1
<A_ACTIVATED | 9>,END,<END | 13>,0.1852459016393442,0.5277355555983376,113,0.5574777419821892,1,1
<A_ACTIVATED | 9>,END,<END | 53>,0.2721311475409836,1.0,166,0.5574777419821892,1,1
<A_APPROVED | 1>,A_REGISTERED,<A_REGISTERED | 1>,1.0,0.0,2,0.0,0,1
<A_APPROVED | 2>,A_REGISTERED,<A_REGISTERED | 19>,0.580952380952381,0.0,61,0.5659815285957314,1,1
<A_APPROVED | 2>,A_REGISTERED,<A_REGISTERED | 40>,0.3523809523809524,0.0,37,0.5659815285957314,1,1
<A_APPROVED | 2>,A_REGISTERED,<A_REGISTERED | 69>,0.0666666666666666,0.0,7,0.5659815285957314,1,1
<A_APPROVED | 34>,A_REGISTERED,<A_REGISTERED | 69>,1.0,0.0,125,0.5788237855290785,1,1
<A_APPROVED | 38>,A_REGISTERED,<A_REGISTERED | 30>,1.0,0.0,1,0.0,0,1
<A_APPROVED | 39>,A_REGISTERED,<A_REGISTERED | 14>,0.9506172839506172,0.0,154,0.6390332378126973,1,1
<A_APPROVED | 39>,A_REGISTERED,<A_REGISTERED | 30>,0.0493827160493827,0.0,8,0.6390332378126973,1,1
<A_APPROVED | 45>,A_REGISTERED,<A_REGISTERED | 45>,1.0,0.0,1,0.0,0,1
<A_APPROVED | 59>,A_REGISTERED,<A_REGISTERED | 19>,0.0225225225225225,0.0,10,0.5577522491781699,1,1
<A_APPROVED | 59>,A_REGISTERED,<A_REGISTERED | 40>,0.9774774774774776,0.0,434,0.5577522491781699,1,1
<A_APPROVED | 64>,A_REGISTERED,<A_REGISTERED | 30>,1.0,0.0,267,0.5377244154392244,1,1
<A_APPROVED | 6>,A_REGISTERED,<A_REGISTERED | 6>,1.0,0.0,1,0.0,0,1
<A_APPROVED | 75>,A_REGISTERED,<A_REGISTERED | 19>,0.9761904761904762,0.0,246,0.5696297877282945,1,1
<A_APPROVED | 75>,A_REGISTERED,<A_REGISTERED | 40>,0.0119047619047619,0.0,3,0.5696297877282945,1,1
<A_APPROVED | 75>,A_REGISTERED,<A_REGISTERED | 69>,0.0119047619047619,0.0,3,0.5696297877282945,1,1
<A_APPROVED | 79>,A_REGISTERED,<A_REGISTERED | 14>,0.5,0.0,1,0.0,0,1
<A_APPROVED | 79>,A_REGISTERED,<A_REGISTERED | 30>,0.5,0.0,1,0.0,0,1
<A_CANCELLED | 12>,END,<END | 51>,1.0,0.0322434090317594,1,0.0,0,1
<A_CANCELLED | 18>,END,<END | 62>,1.0,0.0380283679178311,881,0.0380283679178311,1,1
<A_CANCELLED | 28>,END,<END | 28>,1.0,0.0428577989190491,2,0.0,0,1
<A_CANCELLED | 31>,END,<END | 31>,1.0,0.0413320916306544,20,0.0413320916306544,1,1
<A_CANCELLED | 51>,END,<END | 51>,1.0,0.0322434090317593,30,0.0322434090317593,1,1
<A_CANCELLED | 56>,END,<END | 56>,1.0,0.0428120410189311,1,0.0,0,1
<A_CANCELLED | 58>,END,<END | 58>,1.0,0.0427294572167269,100,0.0427294572167269,1,1
<A_CANCELLED | 5>,END,<END | 5>,1.0,0.04258663887446,61,0.04258663887446,1,1
<A_CANCELLED | 60>,END,<END | 60>,1.0,0.0423277901451882,11,0.0423277901451882,1,1
<A_CANCELLED | 68>,END,<END | 68>,1.0,0.0429717526282106,2,0.0,0,1
<A_CANCELLED | 6>,END,<END | 6>,1.0,0.0430391044860646,1,0.0,0,1
<A_CANCELLED | 74>,END,<END | 74>,1.0,0.0426448195290985,50,0.0426448195290985,1,1
<A_CANCELLED | 8>,END,<END | 62>,0.8457446808510638,0.038028367917831,318,0.03877449876726684,1,1
<A_CANCELLED | 8>,END,<END | 8>,0.1542553191489361,0.0428653541141737,58,0.03877449876726684,1,1
<A_DECLINED | 0>,A_SUBMITTED,<A_SUBMITTED | 24>,1.0,0.0,1,0.0,0,1
<A_DECLINED | 12>,END,<END | 15>,0.7142857142857143,0.0215088627917908,5,0.0245758760032104,1,1
<A_DECLINED | 12>,END,<END | 51>,0.2857142857142857,0.0322434090317594,2,0.0245758760032104,1,1
<A_DECLINED | 18>,END,<END | 24>,1.0,0.0385415240354187,2555,0.0385415240354187,1,1
<A_DECLINED | 28>,END,<END | 41>,1.0,0.0129746198146329,2,0.0,0,1
<A_DECLINED | 31>,END,<END | 31>,0.7647058823529411,0.0413320916306544,52,0.03962892135402374,1,1
<A_DECLINED | 31>,END,<END | 66>,0.2352941176470588,0.0340936179549741,16,0.03962892135402374,1,1
<A_DECLINED | 36>,END,<END | 41>,0.5666666666666667,0.0129746198146329,68,0.00735228456162531,1,1
<A_DECLINED | 36>,END,<END | 57>,0.4333333333333333,0.0,52,0.00735228456162531,1,1
<A_DECLINED | 42>,END,<END | 15>,0.4285714285714285,0.0215088627917908,3,0.029178992173750723,1,1
<A_DECLINED | 42>,END,<END | 42>,0.1428571428571428,0.0429961297456045,1,0.029178992173750723,1,1
<A_DECLINED | 42>,END,<END | 51>,0.4285714285714285,0.0322434090317594,3,0.029178992173750723,1,1
<A_DECLINED | 44>,END,<END | 15>,1.0,0.0215088627917909,430,0.0215088627917909,1,1
<A_DECLINED | 47>,END,<END | 73>,1.0,0.0277180251960683,2,0.0,0,1
<A_DECLINED | 48>,END,<END | 57>,1.0,2.775557561562892e-17,1,0.0,0,1
<A_DECLINED | 49>,END,<END | 57>,1.0,2.775557561562892e-17,2,0.0,0,1
<A_DECLINED | 51>,END,<END | 51>,1.0,0.0322434090317594,109,0.0322434090317594,1,1
<A_DECLINED | 54>,END,<END | 41>,0.6666666666666666,0.0129746198146329,2,0.02293317179829673,1,1
<A_DECLINED | 54>,END,<END | 54>,0.3333333333333333,0.0428502757656244,1,0.02293317179829673,1,1
<A_DECLINED | 55>,END,<END | 15>,0.6666666666666666,0.0215088627917908,4,0.02508704487178033,1,1
<A_DECLINED | 55>,END,<END | 51>,0.3333333333333333,0.0322434090317594,2,0.02508704487178033,1,1
<A_DECLINED | 56>,END,<END | 51>,0.6,0.0322434090317594,3,0.03345205866205552,1,1
<A_DECLINED | 56>,END,<END | 56>,0.2,0.0428120410189311,1,0.03345205866205552,1,1
<A_DECLINED | 56>,END,<END | 73>,0.2,0.0277180251960683,1,0.03345205866205552,1,1
<A_DECLINED | 58>,END,<END | 66>,1.0,0.0340936179549742,284,0.0340936179549742,1,1
<A_DECLINED | 5>,END,<END | 66>,1.0,0.0340936179549741,156,0.0340936179549741,1,1
<A_DECLINED | 60>,END,<END | 60>,0.1935483870967742,0.0423277901451882,6,0.035687328701467146,1,1
<A_DECLINED | 60>,END,<END | 66>,0.8064516129032258,0.0340936179549741,25,0.035687328701467146,1,1
