s,a,s',p_r,reward,number_occurrences,q,scale_factor,policy
<>,START,<START>,1.0,0.0,7999,0.19702300383244428,1,1
<A_ACCEPTED | 31>,A_FINALIZED,<A_FINALIZED | 20>,0.2672811059907834,0.0,58,0.19938334468294014,1,1
<A_ACCEPTED | 31>,A_FINALIZED,<A_FINALIZED | 52>,0.7327188940092166,0.0,159,0.19938334468294014,1,1
<A_ACCEPTED | 58>,A_FINALIZED,<A_FINALIZED | 20>,1.0,0.0,966,0.22462961449763352,1,1
<A_ACCEPTED | 5>,A_FINALIZED,<A_FINALIZED | 20>,1.0,0.0,478,0.22462961449763352,1,1
<A_ACCEPTED | 60>,A_FINALIZED,<A_FINALIZED | 60>,1.0,0.0,86,0.0,0,1
<A_ACCEPTED | 74>,A_FINALIZED,<A_FINALIZED | 20>,1.0,0.0,486,0.22462961449763352,1,1
<A_ACTIVATED | 32>,END,<END | 13>,0.5031645569620253,0.5277355555983361,159,0.5788237855290785,1,1
<A_ACTIVATED | 32>,END,<END | 53>,0.0348101265822784,0.9999999999999982,11,0.5788237855290785,1,1
<A_ACTIVATED | 32>,END,<END | 70>,0.4620253164556962,0.6027285129250233,146,0.5788237855290785,1,1
<A_ACTIVATED | 3>,END,<END | 43>,0.0470588235294117,0.5261969314027751,8,0.6442960337801504,1,1
<A_ACTIVATED | 3>,END,<END | 50>,0.9529411764705882,0.6501280882185394,162,0.6442960337801504,1,1
<A_ACTIVATED | 46>,END,<END | 43>,0.9774436090225564,0.526196931402776,260,0.5316229869082554,1,1
<A_ACTIVATED | 46>,END,<END | 50>,0.0150375939849624,0.6501280882185407,4,0.5316229869082554,1,1
<A_ACTIVATED | 46>,END,<END | 53>,0.0075187969924812,0.9999999999999984,2,0.5316229869082554,1,1
<A_ACTIVATED | 9>,END,<END | 11>,0.5426229508196722,0.3457018272704631,331,0.5574777419821892,1,1
<A_ACTIVATED | 9>,END,<END | 13>,0.1852459016393442,0.5277355555983376,113,0.5574777419821892,1,1
