s,a,s',p_r,reward,number_occurrences,q,scale_factor,policy
<>,START,<START>,1.0,0.0,2000,0.24925699243165783,1.0,1
<A_ACCEPTED | 22>,A_FINALIZED,<A_FINALIZED | 24>,1.0,0.0,355,0.28032752775182795,0.9999999999999992,1
<A_ACCEPTED | 2>,A_FINALIZED,<A_FINALIZED | 62>,1.0,0.0,183,0.24068733257748617,0.9999999774347073,1
<A_ACCEPTED | 38>,A_FINALIZED,<A_FINALIZED | 89>,1.0,0.0,132,0.2225697430835744,0.9999962988044543,1
<A_ACCEPTED | 94>,A_FINALIZED,<A_FINALIZED | 24>,1.0,0.0,137,0.28032689844730535,0.9999977551097893,1
<A_ACTIVATED | 13>,END,<END | 37>,0.1475409836065573,1.0,9,0.6090873200226765,0.9955243029574473,1
<A_ACTIVATED | 13>,END,<END | 40>,0.819672131147541,0.5500729655589454,50,0.6090873200226765,0.9955243029574473,1
<A_ACTIVATED | 13>,END,<END | 50>,0.0163934426229508,0.4430976260818071,1,0.6090873200226765,0.9955243029574473,1
<A_ACTIVATED | 13>,END,<END | 75>,0.0163934426229508,0.3746197432055479,1,0.6090873200226765,0.9955243029574473,1
<A_ACTIVATED | 32>,END,<END | 14>,0.0714285714285714,0.8317061336838231,3,0.4496498209238308,0.9704519366134539,1
<A_ACTIVATED | 32>,END,<END | 50>,0.0238095238095238,0.4430976260818071,1,0.4496498209238308,0.9704519366134539,1
<A_ACTIVATED | 32>,END,<END | 51>,0.5714285714285714,0.3474215719859647,24,0.4496498209238308,0.9704519366134539,1
<A_ACTIVATED | 32>,END,<END | 67>,0.1428571428571428,0.9010013100032448,6,0.4496498209238308,0.9704519366134539,1
<A_ACTIVATED | 32>,END,<END | 6>,0.1904761904761904,0.3472456555735396,8,0.4496498209238308,0.9704519366134539,1
<A_ACTIVATED | 35>,END,<END | 37>,0.1666666666666666,0.9999999999999998,13,0.478457543706007,0.999180865670028,1
<A_ACTIVATED | 35>,END,<END | 75>,0.8333333333333334,0.3746197432055479,65,0.478457543706007,0.999180865670028,1
<A_ACTIVATED | 3>,END,<END | 14>,0.6086956521739131,0.8317061336838228,42,0.6574938655347522,0.9979864583598287,1
<A_ACTIVATED | 3>,END,<END | 51>,0.3333333333333333,0.3474215719859647,23,0.6574938655347522,0.9979864583598287,1
<A_ACTIVATED | 3>,END,<END | 58>,0.0579710144927536,0.6340639386707977,4,0.6574938655347522,0.9979864583598287,1
<A_ACTIVATED | 45>,END,<END | 67>,0.323943661971831,0.9010013100032443,46,0.5266305730483942,0.9999986384046582,1
<A_ACTIVATED | 45>,END,<END | 6>,0.676056338028169,0.3472456555735393,96,0.5266305730483942,0.9999986384046582,1
<A_ACTIVATED | 57>,END,<END | 58>,1.0,0.6340639386707977,14,0.3832078131646235,0.6043677771171635,1
<A_ACTIVATED | 74>,END,<END | 14>,0.2692307692307692,0.8317061336838233,7,0.5162902291465966,0.8617231593133063,1
<A_ACTIVATED | 74>,END,<END | 50>,0.4615384615384615,0.4430976260818069,12,0.5162902291465966,0.8617231593133063,1
<A_ACTIVATED | 74>,END,<END | 58>,0.2692307692307692,0.6340639386707977,7,0.5162902291465966,0.8617231593133063,1
<A_ACTIVATED | 78>,END,<END | 14>,0.1692307692307692,0.8317061336838234,11,0.4875093733498078,0.996997635486526,1
<A_ACTIVATED | 78>,END,<END | 51>,0.6307692307692307,0.3474215719859647,41,0.4875093733498078,0.996997635486526,1
<A_ACTIVATED | 78>,END,<END | 67>,0.1076923076923077,0.9010013100032448,7,0.4875093733498078,0.996997635486526,1
<A_ACTIVATED | 78>,END,<END | 6>,0.0923076923076923,0.3472456555735396,6,0.4875093733498078,0.996997635486526,1
<A_APPROVED | 18>,A_REGISTERED,<A_REGISTERED | 26>,0.2054794520547945,0.0,30,0.5283271268601134,0.999999087295143,1
<A_APPROVED | 18>,A_REGISTERED,<A_REGISTERED | 31>,0.6164383561643836,0.0,90,0.5283271268601134,0.999999087295143,1
<A_APPROVED | 18>,A_REGISTERED,<A_REGISTERED | 95>,0.0753424657534246,0.0,11,0.5283271268601134,0.999999087295143,1
<A_APPROVED | 18>,A_REGISTERED,<A_REGISTERED | 99>,0.1027397260273972,0.0,15,0.5283271268601134,0.999999087295143,1
<A_APPROVED | 27>,A_REGISTERED,<A_REGISTERED | 34>,0.1206896551724138,0.0,7,0.5795799195503388,0.9939631673505831,1
<A_APPROVED | 27>,A_REGISTERED,<A_REGISTERED | 97>,0.8620689655172413,0.0,50,0.5795799195503388,0.9939631673505831,1
<A_APPROVED | 27>,A_REGISTERED,<A_REGISTERED | 99>,0.0172413793103448,0.0,1,0.5795799195503388,0.9939631673505831,1
<A_APPROVED | 70>,A_REGISTERED,<A_REGISTERED | 70>,1.0,0.0,2,0.004752858081023842,0.09966799462495579,1
<A_APPROVED | 85>,A_REGISTERED,<A_REGISTERED | 34>,1.0,0.0,80,0.4944771998273397,0.999329299739067,1
<A_APPROVED | 8>,A_REGISTERED,<A_REGISTERED | 16>,0.6952380952380952,0.0,146,0.5131250720607159,0.9999999984834879,1
<A_APPROVED | 8>,A_REGISTERED,<A_REGISTERED | 31>,0.0476190476190476,0.0,10,0.5131250720607159,0.9999999984834879,1
<A_APPROVED | 8>,A_REGISTERED,<A_REGISTERED | 95>,0.2571428571428571,0.0,54,0.5131250720607159,0.9999999984834879,1
<A_APPROVED | 99>,A_REGISTERED,<A_REGISTERED | 99>,1.0,0.0,1,0.015458289685248745,0.049958374957880025,1
<A_CANCELLED | 22>,END,<END | 83>,1.0,0.0293937853841063,42,0.028525255950406194,0.9704519366134539,1
<A_CANCELLED | 2>,END,<END | 83>,1.0,0.0293937853841063,18,0.021054705867722553,0.7162978701990244,1
<A_CANCELLED | 38>,END,<END | 38>,0.1,0.0374729977390652,2,0.023001443261379567,0.7615941559557649,1
<A_CANCELLED | 38>,END,<END | 83>,0.9,0.0293937853841063,18,0.023001443261379567,0.7615941559557649,1
<A_CANCELLED | 49>,END,<END | 92>,1.0,0.0331101584593323,50,0.03266695575003678,0.9866142981514303,1
<A_CANCELLED | 59>,END,<END | 59>,1.0,0.0375195234140385,1,0.001874414418959494,0.049958374957880025,1
<A_CANCELLED | 5>,END,<END | 92>,1.0,0.0331101584593323,161,0.033110151716380556,0.9999997963479469,1
<A_CANCELLED | 84>,END,<END | 84>,1.0,0.0348476610763606,9,0.014702193543405961,0.421899005250008,1
<A_CANCELLED | 91>,END,<END | 91>,1.0,0.0200425257134418,1,0.0010012920146950774,0.049958374957880025,1
<A_CANCELLED | 94>,END,<END | 83>,1.0,0.0293937853841063,21,0.02298024828748217,0.7818063576087741,1
<A_DECLINED | 11>,END,<END | 19>,1.0,0.0175629097812664,1,0.0008774144322039255,0.049958374957880025,1
<A_DECLINED | 20>,END,<END | 19>,0.6,0.0175629097812664,3,0.004329409395782994,0.24491866240370908,1
<A_DECLINED | 20>,END,<END | 42>,0.4,0.0178479536399514,2,0.004329409395782994,0.24491866240370908,1
<A_DECLINED | 22>,END,<END | 55>,1.0,0.029228028938422,111,0.029227145544896263,0.999969775809118,1
<A_DECLINED | 23>,END,<END | 19>,0.5,0.0175629097812664,1,0.0017646648725654897,0.09966799462495579,1
<A_DECLINED | 23>,END,<END | 42>,0.5,0.0178479536399514,1,0.0017646648725654897,0.09966799462495579,1
<A_DECLINED | 2>,END,<END | 55>,1.0,0.029228028938422,67,0.029156163141462896,0.9975412027574452,1
<A_DECLINED | 30>,END,<END | 19>,1.0,0.0175629097812663,150,0.017562899036199873,0.9999993881955461,1
<A_DECLINED | 38>,END,<END | 38>,0.2093023255813953,0.0374729977390652,9,0.03012497026832624,0.9732261643446705,1
<A_DECLINED | 38>,END,<END | 55>,0.7906976744186046,0.029228028938422,34,0.03012497026832624,0.9732261643446705,1
<A_DECLINED | 47>,END,<END | 91>,1.0,0.0200425257134418,1,0.0010012920146950774,0.049958374957880025,1
<A_DECLINED | 49>,END,<END | 80>,1.0,0.0311981020021068,193,0.031198101743121768,0.9999999916986927,1
<A_DECLINED | 4>,END,<END | 91>,1.0,0.0200425257134418,1,0.0010012920146950774,0.049958374957880025,1
<A_DECLINED | 59>,END,<END | 91>,1.0,0.0200425257134418,1,0.0010012920146950774,0.049958374957880025,1
<A_DECLINED | 5>,END,<END | 43>,1.0,0.03365685071548,421,0.03365685071548,1.0,1
<A_DECLINED | 60>,END,<END | 91>,1.0,0.0200425257134418,2,0.0019975983450778558,0.09966799462495579,1
<A_DECLINED | 72>,END,<END | 19>,1.0,0.0175629097812664,1,0.0008774144322039255,0.049958374957880025,1
<A_DECLINED | 73>,END,<END | 17>,0.5777777777777777,0.0092785117526993,26,0.005243117706696085,0.9780261147388136,1
<A_DECLINED | 73>,END,<END | 87>,0.4222222222222222,0.0,19,0.005243117706696085,0.9780261147388136,1
<A_DECLINED | 79>,END,<END | 17>,1.0,0.0092785117526993,18,0.006646178207075125,0.7162978701990244,1
<A_DECLINED | 84>,END,<END | 42>,1.0,0.0178479536399515,40,0.017205919556827813,0.9640275800758169,1
<A_DECLINED | 90>,END,<END | 19>,0.6666666666666666,0.0175629097812664,2,0.002629000668135293,0.14888503362331795,1
<A_DECLINED | 90>,END,<END | 42>,0.3333333333333333,0.0178479536399514,1,0.002629000668135293,0.14888503362331795,1
<A_DECLINED | 91>,END,<END | 91>,1.0,0.0200425257134418,6,0.005838640525710917,0.2913126124515909,1
<A_DECLINED | 94>,END,<END | 55>,1.0,0.029228028938422,46,0.028646285832511355,0.9800963962661914,1
<A_DECLINED | 96>,END,<END | 96>,1.0,0.0169913473999894,4,0.003353672634125498,0.197375320224904,1
<A_FINALIZED | 24>,O_SELECTED,<O_SELECTED | 44>,1.0,0.0,492,0.2803275661991683,1.0,1
<A_FINALIZED | 62>,O_SELECTED,<O_SELECTED | 0>,0.0163934426229508,0.0,3,0.24068742673273053,0.9999999774347073,1
<A_FINALIZED | 62>,O_SELECTED,<O_SELECTED | 29>,0.9836065573770492,0.0,180,0.24068742673273053,0.9999999774347073,1
<A_FINALIZED | 89>,O_SELECTED,<O_SELECTED | 0>,1.0,0.0,132,0.2225706514821462,0.9999962988044543,1
<A_PARTLYSUBMITTED | 36>,A_DECLINED,<A_DECLINED | 5>,1.0,0.0,409,0.03365685071548,1.0,0
<A_PARTLYSUBMITTED | 36>,A_PREACCEPTED,<A_PREACCEPTED | 5>,1.0,0.0,840,0.2679288158539574,1.0,1
<A_PARTLYSUBMITTED | 36>,W_Assess_fraud,<A_CANCELLED | 5>,0.074074074074074,0.0,2,0.1261027110091377,0.874053287886007,0
<A_PARTLYSUBMITTED | 36>,W_Assess_fraud,<W_Assess_fraud | 5>,0.925925925925926,0.0,25,0.1261027110091377,0.874053287886007,0
<A_PARTLYSUBMITTED | 36>,W_Fix_incomplete_submission,<A_CANCELLED | 49>,0.0761061946902654,0.0,43,0.2166603012562705,1.0,0
<A_PARTLYSUBMITTED | 36>,W_Fix_incomplete_submission,<W_Fix_incomplete_submission | 5>,0.9238938053097344,0.0,522,0.2166603012562705,1.0,0
<A_PREACCEPTED | 49>,W_Complete_preaccepted_appl,<A_CANCELLED | 2>,0.0403726708074534,0.0,13,0.2318185545065655,0.9999999999999792,1
<A_PREACCEPTED | 49>,W_Complete_preaccepted_appl,<W_Complete_preaccepted_appl | 66>,0.9596273291925466,0.0,309,0.2318185545065655,0.9999999999999792,1
<A_PREACCEPTED | 5>,W_Complete_preaccepted_appl,<A_CANCELLED | 22>,0.0492379835873388,0.0,42,0.267929084773253,1.0,1
<A_PREACCEPTED | 5>,W_Complete_preaccepted_appl,<W_Complete_preaccepted_appl | 52>,0.9507620164126612,0.0,811,0.267929084773253,1.0,1
