s,a,s',p_r,reward,number_occurrences,q,scale_factor,policy
<>,START,<START>,1.0,0.0,2000,0.3268749987896376,1,1
<A_ACCEPTED | 22>,A_FINALIZED,<A_FINALIZED | 24>,1.0,0.0,355,0.36896665659823824,1,1
<A_ACCEPTED | 2>,A_FINALIZED,<A_FINALIZED | 62>,1.0,0.0,183,0.3458467735496836,1,1
<A_ACCEPTED | 38>,A_FINALIZED,<A_FINALIZED | 89>,1.0,0.0,132,0.3354963671466626,1,1
<A_ACCEPTED | 94>,A_FINALIZED,<A_FINALIZED | 24>,1.0,0.0,137,0.36896665659823824,1,1
<A_ACTIVATED | 13>,END,<END | 37>,0.1475409836065573,1.0,9,0.6118256663481084,1,1
<A_ACTIVATED | 13>,END,<END | 40>,0.819672131147541,0.5500729655589454,50,0.6118256663481084,1,1
<A_ACTIVATED | 13>,END,<END | 50>,0.0163934426229508,0.4430976260818071,1,0.6118256663481084,1,1
<A_ACTIVATED | 13>,END,<END | 75>,0.0163934426229508,0.3746197432055479,1,0.6118256663481084,1,1
<A_ACTIVATED | 32>,END,<END | 14>,0.0714285714285714,0.8317061336838231,3,0.46334063950962406,1,1
<A_ACTIVATED | 32>,END,<END | 50>,0.0238095238095238,0.4430976260818071,1,0.46334063950962406,1,1
<A_ACTIVATED | 32>,END,<END | 51>,0.5714285714285714,0.3474215719859647,24,0.46334063950962406,1,1
<A_ACTIVATED | 32>,END,<END | 67>,0.1428571428571428,0.9010013100032448,6,0.46334063950962406,1,1
<A_ACTIVATED | 32>,END,<END | 6>,0.1904761904761904,0.3472456555735396,8,0.46334063950962406,1,1
<A_ACTIVATED | 35>,END,<END | 37>,0.1666666666666666,0.9999999999999998,13,0.4788497860046232,1,1
<A_ACTIVATED | 35>,END,<END | 75>,0.8333333333333334,0.3746197432055479,65,0.4788497860046232,1,1
<A_ACTIVATED | 3>,END,<END | 14>,0.6086956521739131,0.8317061336838228,42,0.6588204278997237,1,1
<A_ACTIVATED | 3>,END,<END | 51>,0.3333333333333333,0.3474215719859647,23,0.6588204278997237,1,1
<A_ACTIVATED | 3>,END,<END | 58>,0.0579710144927536,0.6340639386707977,4,0.6588204278997237,1,1
<A_ACTIVATED | 45>,END,<END | 67>,0.323943661971831,0.9010013100032443,46,0.5266312901071057,1,1
<A_ACTIVATED | 45>,END,<END | 6>,0.676056338028169,0.3472456555735393,96,0.5266312901071057,1,1
<A_ACTIVATED | 57>,END,<END | 58>,1.0,0.6340639386707977,14,0.6340639386707977,1,1
<A_ACTIVATED | 74>,END,<END | 14>,0.2692307692307692,0.8317061336838233,7,0.5991370007486165,1,1
<A_ACTIVATED | 74>,END,<END | 50>,0.4615384615384615,0.4430976260818069,12,0.5991370007486165,1,1
<A_ACTIVATED | 74>,END,<END | 58>,0.2692307692307692,0.6340639386707977,7,0.5991370007486165,1,1
<A_ACTIVATED | 78>,END,<END | 14>,0.1692307692307692,0.8317061336838234,11,0.4889774619293933,1,1
<A_ACTIVATED | 78>,END,<END | 51>,0.6307692307692307,0.3474215719859647,41,0.4889774619293933,1,1
<A_ACTIVATED | 78>,END,<END | 67>,0.1076923076923077,0.9010013100032448,7,0.4889774619293933,1,1
<A_ACTIVATED | 78>,END,<END | 6>,0.0923076923076923,0.3472456555735396,6,0.4889774619293933,1,1
