s,a,s',p_r,reward,number_occurrences,q,scale_factor,policy
<>,START,<START>,1.0,0.0,2000,0.29624289185180464,1.0,1
<A_ACCEPTED | 37>,A_FINALIZED,<A_FINALIZED | 2>,1.0,0.0,806,0.36459989902304446,1.0,1
<A_ACCEPTED | 95>,A_FINALIZED,<A_FINALIZED | 2>,1.0,0.0,21,0.3077617295269529,0.8441081041207334,1
<A_ACTIVATED | 10>,END,<END | 18>,0.2568807339449541,0.923162440048774,28,0.638172765555644,0.9999946068715705,1
<A_ACTIVATED | 10>,END,<END | 36>,0.3119266055045872,0.425891008033147,34,0.638172765555644,0.9999946068715705,1
<A_ACTIVATED | 10>,END,<END | 41>,0.1926605504587156,0.925602232786083,21,0.638172765555644,0.9999946068715705,1
<A_ACTIVATED | 10>,END,<END | 72>,0.2385321100917431,0.3767198890417566,26,0.638172765555644,0.9999946068715705,1
<A_ACTIVATED | 26>,END,<END | 18>,0.431578947368421,0.9231624400487736,41,0.6395845979983851,0.9999720008780535,1
<A_ACTIVATED | 26>,END,<END | 36>,0.4105263157894737,0.425891008033147,39,0.6395845979983851,0.9999720008780535,1
<A_ACTIVATED | 26>,END,<END | 7>,0.1578947368421052,0.4201885829245613,15,0.6395845979983851,0.9999720008780535,1
<A_ACTIVATED | 29>,END,<END | 17>,0.0263157894736842,0.4361289612844669,1,0.6189458042965034,0.9773776447275518,1
<A_ACTIVATED | 29>,END,<END | 59>,0.8947368421052632,0.6067118670547218,34,0.6189458042965034,0.9773776447275518,1
<A_ACTIVATED | 29>,END,<END | 61>,0.0789473684210526,1.0,3,0.6189458042965034,0.9773776447275518,1
<A_ACTIVATED | 35>,END,<END | 86>,1.0,0.6452460860590913,5,0.18448893883337356,0.2859202757201663,1
<A_ACTIVATED | 54>,END,<END | 54>,1.0,0.2037146206854497,1,0.011969410616541536,0.05875577597851056,1
<A_ACTIVATED | 65>,END,<END | 17>,1.0,0.436128961284467,26,0.3970186069075628,0.9103238769979454,1
<A_ACTIVATED | 77>,END,<END | 41>,0.4946236559139785,0.9256022327860838,46,0.6481871166780966,0.9999645733785999,1
<A_ACTIVATED | 77>,END,<END | 72>,0.5053763440860215,0.3767198890417564,47,0.6481871166780966,0.9999645733785999,1
<A_ACTIVATED | 80>,END,<END | 18>,0.0149253731343283,0.9231624400487742,1,0.7408564953504556,0.9992455963841054,1
<A_ACTIVATED | 80>,END,<END | 59>,0.1044776119402985,0.6067118670547218,7,0.7408564953504556,0.9992455963841054,1
<A_ACTIVATED | 80>,END,<END | 61>,0.5074626865671642,1.0,34,0.7408564953504556,0.9992455963841054,1
<A_ACTIVATED | 80>,END,<END | 7>,0.373134328358209,0.4201885829245613,25,0.7408564953504556,0.9992455963841054,1
<A_ACTIVATED | 89>,END,<END | 18>,0.03125,0.9231624400487742,1,0.5199503223774444,0.9547009256211574,1
<A_ACTIVATED | 89>,END,<END | 61>,0.1875,0.9999999999999998,6,0.5199503223774444,0.9547009256211574,1
<A_ACTIVATED | 89>,END,<END | 7>,0.78125,0.4201885829245613,25,0.5199503223774444,0.9547009256211574,1
<A_APPROVED | 15>,A_REGISTERED,<A_REGISTERED | 77>,1.0,0.0,8,0.28356465890140153,0.43867447545174043,1
<A_APPROVED | 19>,A_REGISTERED,<A_REGISTERED | 23>,1.0,0.0,6,0.21651143657356905,0.3389813455441767,1
<A_APPROVED | 25>,A_REGISTERED,<A_REGISTERED | 20>,0.684931506849315,0.0,50,0.6534453829172197,0.9996275003205731,1
<A_APPROVED | 25>,A_REGISTERED,<A_REGISTERED | 23>,0.0958904109589041,0.0,7,0.6534453829172197,0.9996275003205731,1
<A_APPROVED | 25>,A_REGISTERED,<A_REGISTERED | 57>,0.2191780821917808,0.0,16,0.6534453829172197,0.9996275003205731,1
<A_APPROVED | 30>,A_REGISTERED,<A_REGISTERED | 44>,0.2222222222222222,0.0,10,0.6342423715511168,0.9900080843290755,1
<A_APPROVED | 30>,A_REGISTERED,<A_REGISTERED | 57>,0.7777777777777778,0.0,35,0.6342423715511168,0.9900080843290755,1
<A_APPROVED | 39>,A_REGISTERED,<A_REGISTERED | 44>,0.03125,0.0,1,0.4001036436956388,0.9547009256211574,1
<A_APPROVED | 39>,A_REGISTERED,<A_REGISTERED | 6>,0.96875,0.0,31,0.4001036436956388,0.9547009256211574,1
<A_APPROVED | 40>,A_REGISTERED,<A_REGISTERED | 20>,0.1370967741935483,0.0,17,0.6394189206059878,0.9999990764940323,1
<A_APPROVED | 40>,A_REGISTERED,<A_REGISTERED | 23>,0.8629032258064516,0.0,107,0.6394189206059878,0.9999990764940323,1
<A_APPROVED | 63>,A_REGISTERED,<A_REGISTERED | 23>,1.0,0.0,4,0.14757180866190303,0.23104594868641892,1
<A_APPROVED | 67>,A_REGISTERED,<A_REGISTERED | 69>,1.0,0.0,6,0.01789533090867316,0.3389813455441767,1
<A_APPROVED | 75>,A_REGISTERED,<A_REGISTERED | 20>,0.7906976744186046,0.0,34,0.6039083458502933,0.9873741538299682,1
<A_APPROVED | 75>,A_REGISTERED,<A_REGISTERED | 44>,0.1860465116279069,0.0,8,0.6039083458502933,0.9873741538299682,1
<A_APPROVED | 75>,A_REGISTERED,<A_REGISTERED | 57>,0.0232558139534883,0.0,1,0.6039083458502933,0.9873741538299682,1
