s,a,s',p_r,reward,number_occurrences,q,scale_factor,policy
<>,START,<START>,1.0,0.0,8000,0.06955401466705731,1.0,1
<A_ACCEPTED | 16>,A_FINALIZED,<A_FINALIZED | 72>,1.0,0.0,1863,0.06511222441891198,0.9999999998853494,1
<A_ACCEPTED | 74>,A_FINALIZED,<A_FINALIZED | 72>,0.6155913978494624,0.0,229,0.054968387116160665,0.9821310056639936,1
<A_ACCEPTED | 74>,A_FINALIZED,<A_FINALIZED | 74>,0.3844086021505376,0.0,143,0.054968387116160665,0.9821310056639936,1
<A_ACTIVATED | 13>,END,<END | 31>,0.3067484662576687,0.3041859289488179,50,0.43017118466334675,0.7745674816608915,1
<A_ACTIVATED | 13>,END,<END | 34>,0.3435582822085889,0.9159076203058794,56,0.43017118466334675,0.7745674816608915,1
<A_ACTIVATED | 13>,END,<END | 62>,0.3128834355828221,0.3927496806472016,51,0.43017118466334675,0.7745674816608915,1
<A_ACTIVATED | 13>,END,<END | 8>,0.0368098159509202,0.6658129739098106,6,0.43017118466334675,0.7745674816608915,1
<A_ACTIVATED | 20>,END,<END | 34>,0.0564516129032258,0.9159076203058784,7,0.36224181712013215,0.655458931227298,1
<A_ACTIVATED | 20>,END,<END | 62>,0.1612903225806451,0.3927496806472014,20,0.36224181712013215,0.655458931227298,1
<A_ACTIVATED | 20>,END,<END | 78>,0.782258064516129,0.5594094269469736,97,0.36224181712013215,0.655458931227298,1
<A_ACTIVATED | 25>,END,<END | 36>,0.875,0.695724161729024,21,0.10108407219503864,0.15074115208612504,1
<A_ACTIVATED | 25>,END,<END | 5>,0.125,0.4945746056485441,3,0.10108407219503864,0.15074115208612504,1
<A_ACTIVATED | 33>,END,<END | 31>,0.1032258064516129,0.3041859289488176,16,0.41424428591494483,0.7535039420586054,1
<A_ACTIVATED | 33>,END,<END | 34>,0.2387096774193548,0.9159076203058784,37,0.41424428591494483,0.7535039420586054,1
<A_ACTIVATED | 33>,END,<END | 52>,0.0129032258064516,0.5872313840176464,2,0.41424428591494483,0.7535039420586054,1
<A_ACTIVATED | 33>,END,<END | 62>,0.5032258064516129,0.392749680647202,78,0.41424428591494483,0.7535039420586054,1
<A_ACTIVATED | 33>,END,<END | 8>,0.1419354838709677,0.6658129739098104,22,0.41424428591494483,0.7535039420586054,1
<A_ACTIVATED | 38>,END,<END | 38>,1.0,0.0732835888419987,1,0.0004638139894562365,0.006329029415524823,1
<A_ACTIVATED | 43>,END,<END | 99>,1.0,1.0,3,0.0189850603343954,0.0189850603343954,1
<A_ACTIVATED | 47>,END,<END | 52>,0.9836065573770492,0.5872313840176469,60,0.21552601525558465,0.36797241741002684,1
<A_ACTIVATED | 47>,END,<END | 5>,0.0163934426229508,0.4945746056485441,1,0.21552601525558465,0.36797241741002684,1
<A_ACTIVATED | 85>,END,<END | 64>,0.5412844036697247,0.5362692279928525,177,0.5973604233401615,0.9686299808617219,1
<A_ACTIVATED | 85>,END,<END | 70>,0.1009174311926605,0.3024572217256351,33,0.5973604233401615,0.9686299808617219,1
<A_ACTIVATED | 85>,END,<END | 85>,0.0672782874617737,0.0801040873227687,22,0.5973604233401615,0.9686299808617219,1
<A_ACTIVATED | 85>,END,<END | 99>,0.290519877675841,0.999999999999998,95,0.5973604233401615,0.9686299808617219,1
<A_ACTIVATED | 89>,END,<END | 31>,0.1044776119402985,0.3041859289488177,35,0.536421151968459,0.971608252235762,1
<A_ACTIVATED | 89>,END,<END | 34>,0.0328358208955223,0.9159076203058788,11,0.536421151968459,0.971608252235762,1
