s,a,s',p_r,reward,number_occurrences,q,scale_factor,policy
<>,START,<START>,1.0,0.0,8000,0.3765402160530617,1,1
<A_ACCEPTED | 16>,A_FINALIZED,<A_FINALIZED | 72>,1.0,0.0,1863,0.4883675559251942,1,1
<A_ACCEPTED | 74>,A_FINALIZED,<A_FINALIZED | 72>,0.6155913978494624,0.0,229,0.4883675559251942,1,1
<A_ACCEPTED | 74>,A_FINALIZED,<A_FINALIZED | 74>,0.3844086021505376,0.0,143,0.4883675559251942,1,1
<A_ACTIVATED | 13>,END,<END | 31>,0.3067484662576687,0.3041859289488179,50,0.5553695382885661,1,1
<A_ACTIVATED | 13>,END,<END | 34>,0.3435582822085889,0.9159076203058794,56,0.5553695382885661,1,1
<A_ACTIVATED | 13>,END,<END | 62>,0.3128834355828221,0.3927496806472016,51,0.5553695382885661,1,1
<A_ACTIVATED | 13>,END,<END | 8>,0.0368098159509202,0.6658129739098106,6,0.5553695382885661,1,1
<A_ACTIVATED | 20>,END,<END | 34>,0.0564516129032258,0.9159076203058784,7,0.552653720717271,1,1
<A_ACTIVATED | 20>,END,<END | 62>,0.1612903225806451,0.3927496806472014,20,0.552653720717271,1,1
<A_ACTIVATED | 20>,END,<END | 78>,0.782258064516129,0.5594094269469736,97,0.552653720717271,1,1
<A_ACTIVATED | 25>,END,<END | 36>,0.875,0.695724161729024,21,0.6705804672189639,1,1
<A_ACTIVATED | 25>,END,<END | 5>,0.125,0.4945746056485441,3,0.6705804672189639,1,1
<A_ACTIVATED | 33>,END,<END | 31>,0.1032258064516129,0.3041859289488176,16,0.5497572909614932,1,1
<A_ACTIVATED | 33>,END,<END | 34>,0.2387096774193548,0.9159076203058784,37,0.5497572909614932,1,1
<A_ACTIVATED | 33>,END,<END | 52>,0.0129032258064516,0.5872313840176464,2,0.5497572909614932,1,1
<A_ACTIVATED | 33>,END,<END | 62>,0.5032258064516129,0.392749680647202,78,0.5497572909614932,1,1
<A_ACTIVATED | 33>,END,<END | 8>,0.1419354838709677,0.6658129739098104,22,0.5497572909614932,1,1
<A_ACTIVATED | 38>,END,<END | 38>,1.0,0.0732835888419987,1,0.0,0,1
<A_ACTIVATED | 43>,END,<END | 99>,1.0,1.0,3,0.0,0,1
<A_ACTIVATED | 47>,END,<END | 52>,0.9836065573770492,0.5872313840176469,60,0.5857124204378255,1,1
<A_ACTIVATED | 47>,END,<END | 5>,0.0163934426229508,0.4945746056485441,1,0.5857124204378255,1,1
<A_ACTIVATED | 85>,END,<END | 64>,0.5412844036697247,0.5362692279928525,177,0.6167065186323595,1,1
<A_ACTIVATED | 85>,END,<END | 70>,0.1009174311926605,0.3024572217256351,33,0.6167065186323595,1,1
<A_ACTIVATED | 85>,END,<END | 85>,0.0672782874617737,0.0801040873227687,22,0.6167065186323595,1,1
<A_ACTIVATED | 85>,END,<END | 99>,0.290519877675841,0.999999999999998,95,0.6167065186323595,1,1
<A_ACTIVATED | 89>,END,<END | 31>,0.1044776119402985,0.3041859289488177,35,0.5520961259171105,1,1
<A_ACTIVATED | 89>,END,<END | 34>,0.0328358208955223,0.9159076203058788,11,0.5520961259171105,1,1
<A_ACTIVATED | 89>,END,<END | 64>,0.026865671641791,0.5362692279928539,9,0.5520961259171105,1,1
<A_ACTIVATED | 89>,END,<END | 70>,0.3373134328358209,0.3024572217256351,113,0.5520961259171105,1,1
<A_ACTIVATED | 89>,END,<END | 8>,0.373134328358209,0.6658129739098111,125,0.5520961259171105,1,1
<A_ACTIVATED | 89>,END,<END | 99>,0.1253731343283582,0.9999999999999992,42,0.5520961259171105,1,1
<A_ACTIVATED | 94>,END,<END | 5>,0.8666666666666667,0.4945746056485436,65,0.5032192484883342,1,1
<A_ACTIVATED | 94>,END,<END | 78>,0.1333333333333333,0.5594094269469729,10,0.5032192484883342,1,1
<A_APPROVED | 18>,A_REGISTERED,<A_REGISTERED | 42>,1.0,0.0,19,0.6153401357048467,1,1
<A_APPROVED | 22>,A_REGISTERED,<A_REGISTERED | 45>,1.0,0.0,1,0.0,0,1
<A_APPROVED | 23>,A_REGISTERED,<A_REGISTERED | 12>,0.3,0.0,30,0.5306112134556924,1,1
<A_APPROVED | 23>,A_REGISTERED,<A_REGISTERED | 21>,0.7,0.0,70,0.5306112134556924,1,1
<A_APPROVED | 37>,A_REGISTERED,<A_REGISTERED | 42>,1.0,0.0,73,0.6153401357048467,1,1
<A_APPROVED | 38>,A_REGISTERED,<A_REGISTERED | 38>,1.0,0.0,1,0.0,0,1
<A_APPROVED | 3>,A_REGISTERED,<A_REGISTERED | 3>,0.5,0.0,1,0.0,0,1
<A_APPROVED | 3>,A_REGISTERED,<A_REGISTERED | 42>,0.5,0.0,1,0.0,0,1
<A_APPROVED | 41>,A_REGISTERED,<A_REGISTERED | 67>,0.7840909090909091,0.0,138,0.554300721425649,1,1
<A_APPROVED | 41>,A_REGISTERED,<A_REGISTERED | 92>,0.2159090909090909,0.0,38,0.554300721425649,1,1
<A_APPROVED | 43>,A_REGISTERED,<A_REGISTERED | 42>,0.1666666666666666,0.0,1,0.10255668928414108,1,1
<A_APPROVED | 43>,A_REGISTERED,<A_REGISTERED | 43>,0.8333333333333334,0.0,5,0.10255668928414108,1,1
<A_APPROVED | 50>,A_REGISTERED,<A_REGISTERED | 42>,1.0,0.0,1,0.0,0,1
<A_APPROVED | 51>,A_REGISTERED,<A_REGISTERED | 42>,0.3333333333333333,0.0,4,0.573274149977733,1,1
<A_APPROVED | 51>,A_REGISTERED,<A_REGISTERED | 92>,0.6666666666666666,0.0,8,0.573274149977733,1,1
<A_APPROVED | 56>,A_REGISTERED,<A_REGISTERED | 12>,0.196078431372549,0.0,30,0.5521896249989998,1,1
<A_APPROVED | 56>,A_REGISTERED,<A_REGISTERED | 27>,0.7973856209150327,0.0,122,0.5521896249989998,1,1
