s,a,s',p_r,reward,number_occurrences,q,scale_factor,policy
<>,START,<START>,1.0,0.0,8000,0.15013845123906724,1.0,1
<A_ACCEPTED | 101>,A_FINALIZED,<A_FINALIZED | 43>,1.0,0.0,816,0.18193706266166831,0.999757267071549,1
<A_ACCEPTED | 106>,A_FINALIZED,<A_FINALIZED | 106>,0.174573055028463,0.0,92,0.16412560093326442,0.994101227400174,1
<A_ACCEPTED | 106>,A_FINALIZED,<A_FINALIZED | 43>,0.825426944971537,0.0,435,0.16412560093326442,0.994101227400174,1
<A_ACCEPTED | 62>,A_FINALIZED,<A_FINALIZED | 43>,1.0,0.0,2051,0.1819812354475667,0.999999999712511,1
<A_ACTIVATED | 117>,END,<END | 10>,0.8548387096774194,0.4835931807827052,53,0.16073666592159788,0.329744392337355,1
<A_ACTIVATED | 117>,END,<END | 58>,0.1290322580645161,0.5277889461903537,8,0.16073666592159788,0.329744392337355,1
<A_ACTIVATED | 117>,END,<END | 91>,0.0161290322580645,0.369669149284379,1,0.16073666592159788,0.329744392337355,1
<A_ACTIVATED | 13>,END,<END | 27>,0.5021459227467812,0.6971389350114946,117,0.4518142961281033,0.8584158717159299,1
<A_ACTIVATED | 13>,END,<END | 40>,0.3090128755364807,0.2572881629861926,72,0.4518142961281033,0.8584158717159299,1
<A_ACTIVATED | 13>,END,<END | 89>,0.0729613733905579,0.2424843779670472,17,0.4518142961281033,0.8584158717159299,1
<A_ACTIVATED | 13>,END,<END | 91>,0.0128755364806866,0.369669149284379,3,0.4518142961281033,0.8584158717159299,1
<A_ACTIVATED | 13>,END,<END | 96>,0.0643776824034334,0.5543202734799462,15,0.4518142961281033,0.8584158717159299,1
<A_ACTIVATED | 13>,END,<END | 9>,0.03862660944206,1.0,9,0.4518142961281033,0.8584158717159299,1
<A_ACTIVATED | 22>,END,<END | 105>,0.3666666666666666,0.468725248808492,11,0.06546558403732244,0.16424457838729967,1
<A_ACTIVATED | 22>,END,<END | 19>,0.6333333333333333,0.3579790137617859,19,0.06546558403732244,0.16424457838729967,1
<A_ACTIVATED | 31>,END,<END | 45>,0.0893617021276595,0.755913372281214,42,0.5353505186200677,0.9889548170978495,1
