s,a,s',p_r,reward,number_occurrences,q,scale_factor,policy
<>,START,<START>,1.0,0.0,8000,0.29834776594718065,1,1
<A_ACCEPTED | 101>,A_FINALIZED,<A_FINALIZED | 43>,1.0,0.0,816,0.3754923088475948,1,1
<A_ACCEPTED | 106>,A_FINALIZED,<A_FINALIZED | 106>,0.174573055028463,0.0,92,0.3754923088475948,1,1
<A_ACCEPTED | 106>,A_FINALIZED,<A_FINALIZED | 43>,0.825426944971537,0.0,435,0.3754923088475948,1,1
<A_ACCEPTED | 62>,A_FINALIZED,<A_FINALIZED | 43>,1.0,0.0,2051,0.3754923088475948,1,1
<A_ACTIVATED | 117>,END,<END | 10>,0.8548387096774194,0.4835931807827052,53,0.4874583758111384,1,1
<A_ACTIVATED | 117>,END,<END | 58>,0.1290322580645161,0.5277889461903537,8,0.4874583758111384,1,1
<A_ACTIVATED | 117>,END,<END | 91>,0.0161290322580645,0.369669149284379,1,0.4874583758111384,1,1
<A_ACTIVATED | 13>,END,<END | 27>,0.5021459227467812,0.6971389350114946,117,0.52633497470748,1,1
<A_ACTIVATED | 13>,END,<END | 40>,0.3090128755364807,0.2572881629861926,72,0.52633497470748,1,1
<A_ACTIVATED | 13>,END,<END | 89>,0.0729613733905579,0.2424843779670472,17,0.52633497470748,1,1
<A_ACTIVATED | 13>,END,<END | 91>,0.0128755364806866,0.369669149284379,3,0.52633497470748,1,1
<A_ACTIVATED | 13>,END,<END | 96>,0.0643776824034334,0.5543202734799462,15,0.52633497470748,1,1
<A_ACTIVATED | 13>,END,<END | 9>,0.03862660944206,1.0,9,0.52633497470748,1,1
<A_ACTIVATED | 22>,END,<END | 105>,0.3666666666666666,0.468725248808492,11,0.39858596661224477,1,1
<A_ACTIVATED | 22>,END,<END | 19>,0.6333333333333333,0.3579790137617859,19,0.39858596661224477,1,1
<A_ACTIVATED | 31>,END,<END | 45>,0.0893617021276595,0.755913372281214,42,0.5413296030966184,1,1
<A_ACTIVATED | 31>,END,<END | 89>,0.2489361702127659,0.2424843779670469,117,0.5413296030966184,1,1
<A_ACTIVATED | 31>,END,<END | 96>,0.3212765957446808,0.5543202734799451,151,0.5413296030966184,1,1
<A_ACTIVATED | 31>,END,<END | 98>,0.1638297872340425,0.3584872506751129,77,0.5413296030966184,1,1
<A_ACTIVATED | 31>,END,<END | 9>,0.176595744680851,0.999999999999998,83,0.5413296030966184,1,1
<A_ACTIVATED | 33>,END,<END | 105>,0.2967032967032967,0.4687252488084917,27,0.5102645524616694,1,1
<A_ACTIVATED | 33>,END,<END | 58>,0.7032967032967034,0.5277889461903537,64,0.5102645524616694,1,1
