s,a,s',p_r,reward,number_occurrences,q,scale_factor,policy
<>,START,<START>,1.0,0.0,8000,0.3160816474707703,1.0,1
<A_ACCEPTED | 101>,A_FINALIZED,<A_FINALIZED | 43>,1.0,0.0,816,0.398719703948053,1.0,1
<A_ACCEPTED | 106>,A_FINALIZED,<A_FINALIZED | 106>,0.174573055028463,0.0,92,0.39871970252684896,1.0,1
<A_ACCEPTED | 106>,A_FINALIZED,<A_FINALIZED | 43>,0.825426944971537,0.0,435,0.39871970252684896,1.0,1
<A_ACCEPTED | 62>,A_FINALIZED,<A_FINALIZED | 43>,1.0,0.0,2051,0.398719703948053,1.0,1
<A_ACTIVATED | 117>,END,<END | 10>,0.8548387096774194,0.4835931807827052,53,0.4874543605465516,0.9999917628565104,1
<A_ACTIVATED | 117>,END,<END | 58>,0.1290322580645161,0.5277889461903537,8,0.4874543605465516,0.9999917628565104,1
<A_ACTIVATED | 117>,END,<END | 91>,0.0161290322580645,0.369669149284379,1,0.4874543605465516,0.9999917628565104,1
<A_ACTIVATED | 13>,END,<END | 27>,0.5021459227467812,0.6971389350114946,117,0.52633497470748,1.0,1
<A_ACTIVATED | 13>,END,<END | 40>,0.3090128755364807,0.2572881629861926,72,0.52633497470748,1.0,1
<A_ACTIVATED | 13>,END,<END | 89>,0.0729613733905579,0.2424843779670472,17,0.52633497470748,1.0,1
<A_ACTIVATED | 13>,END,<END | 91>,0.0128755364806866,0.369669149284379,3,0.52633497470748,1.0,1
<A_ACTIVATED | 13>,END,<END | 96>,0.0643776824034334,0.5543202734799462,15,0.52633497470748,1.0,1
<A_ACTIVATED | 13>,END,<END | 9>,0.03862660944206,1.0,9,0.52633497470748,1.0,1
<A_ACTIVATED | 22>,END,<END | 105>,0.3666666666666666,0.468725248808492,11,0.3966148608303346,0.9950547536867305,1
<A_ACTIVATED | 22>,END,<END | 19>,0.6333333333333333,0.3579790137617859,19,0.3966148608303346,0.9950547536867305,1
<A_ACTIVATED | 31>,END,<END | 45>,0.0893617021276595,0.755913372281214,42,0.5413296030966184,1.0,1
<A_ACTIVATED | 31>,END,<END | 89>,0.2489361702127659,0.2424843779670469,117,0.5413296030966184,1.0,1
<A_ACTIVATED | 31>,END,<END | 96>,0.3212765957446808,0.5543202734799451,151,0.5413296030966184,1.0,1
<A_ACTIVATED | 31>,END,<END | 98>,0.1638297872340425,0.3584872506751129,77,0.5413296030966184,1.0,1
<A_ACTIVATED | 31>,END,<END | 9>,0.176595744680851,0.999999999999998,83,0.5413296030966184,1.0,1
<A_ACTIVATED | 33>,END,<END | 105>,0.2967032967032967,0.4687252488084917,27,0.5102645397364342,0.9999999750614947,1
<A_ACTIVATED | 33>,END,<END | 58>,0.7032967032967034,0.5277889461903537,64,0.5102645397364342,0.9999999750614947,1
<A_ACTIVATED | 42>,END,<END | 10>,0.0434782608695652,0.4835931807827051,7,0.5069425922014433,0.9999999999999792,1
<A_ACTIVATED | 42>,END,<END | 27>,0.0186335403726708,0.6971389350114929,3,0.5069425922014433,0.9999999999999792,1
<A_ACTIVATED | 42>,END,<END | 40>,0.453416149068323,0.2572881629861927,73,0.5069425922014433,0.9999999999999792,1
<A_ACTIVATED | 42>,END,<END | 70>,0.484472049689441,0.7353737484093408,78,0.5069425922014433,0.9999999999999792,1
<A_ACTIVATED | 72>,END,<END | 45>,0.4229828850855746,0.7559133722812131,173,0.5238030799373072,1.0,1
<A_ACTIVATED | 72>,END,<END | 72>,0.0195599022004889,0.055540954641694,8,0.5238030799373072,1.0,1
<A_ACTIVATED | 72>,END,<END | 98>,0.5525672371638142,0.3584872506751118,226,0.5238030799373072,1.0,1
<A_ACTIVATED | 72>,END,<END | 9>,0.0048899755501222,1.0,2,0.5238030799373072,1.0,1
<A_ACTIVATED | 74>,END,<END | 40>,0.1608391608391608,0.2572881629861925,46,0.5218706793274502,1.0,1
<A_ACTIVATED | 74>,END,<END | 70>,0.1188811188811188,0.7353737484093394,34,0.5218706793274502,1.0,1
<A_ACTIVATED | 74>,END,<END | 89>,0.2447552447552447,0.2424843779670473,70,0.5218706793274502,1.0,1
<A_ACTIVATED | 74>,END,<END | 96>,0.3181818181818182,0.5543202734799467,91,0.5218706793274502,1.0,1
<A_ACTIVATED | 74>,END,<END | 9>,0.1573426573426573,0.9999999999999988,45,0.5218706793274502,1.0,1
<A_ACTIVATED | 8>,END,<END | 98>,1.0,0.3584872506751124,2,0.07075653589854575,0.197375320224904,1
<A_ACTIVATED | 95>,END,<END | 27>,0.1925465838509316,0.6971389350114927,31,0.44282753522976126,0.9999999999999792,1
<A_ACTIVATED | 95>,END,<END | 40>,0.0062111801242236,0.2572881629861925,1,0.44282753522976126,0.9999999999999792,1
<A_ACTIVATED | 95>,END,<END | 58>,0.0683229813664596,0.5277889461903537,11,0.44282753522976126,0.9999999999999792,1
<A_ACTIVATED | 95>,END,<END | 91>,0.7329192546583851,0.3696691492843788,118,0.44282753522976126,0.9999999999999792,1
<A_APPROVED | 111>,A_REGISTERED,<A_REGISTERED | 17>,1.0,0.0,1,0.05379726870247424,0.09966799462495579,1
<A_APPROVED | 21>,A_REGISTERED,<A_REGISTERED | 50>,0.0573770491803278,0.0,7,0.4545355967980857,0.999999999949389,1
<A_APPROVED | 21>,A_REGISTERED,<A_REGISTERED | 5>,0.9426229508196722,0.0,115,0.4545355967980857,0.999999999949389,1
<A_APPROVED | 35>,A_REGISTERED,<A_REGISTERED | 5>,0.1098901098901098,0.0,10,0.4979604126340398,0.9999999750614947,1
<A_APPROVED | 35>,A_REGISTERED,<A_REGISTERED | 73>,0.7252747252747253,0.0,66,0.4979604126340398,0.9999999750614947,1
<A_APPROVED | 35>,A_REGISTERED,<A_REGISTERED | 99>,0.1648351648351648,0.0,15,0.4979604126340398,0.9999999750614947,1
<A_APPROVED | 37>,A_REGISTERED,<A_REGISTERED | 12>,0.46875,0.0,45,0.49659278286669084,0.9999999908256365,1
<A_APPROVED | 37>,A_REGISTERED,<A_REGISTERED | 50>,0.0416666666666666,0.0,4,0.49659278286669084,0.9999999908256365,1
<A_APPROVED | 37>,A_REGISTERED,<A_REGISTERED | 5>,0.03125,0.0,3,0.49659278286669084,0.9999999908256365,1
<A_APPROVED | 37>,A_REGISTERED,<A_REGISTERED | 99>,0.4583333333333333,0.0,44,0.49659278286669084,0.9999999908256365,1
<A_APPROVED | 38>,A_REGISTERED,<A_REGISTERED | 116>,0.5,0.0,1,0.056845028029821915,0.197375320224904,1
<A_APPROVED | 38>,A_REGISTERED,<A_REGISTERED | 38>,0.5,0.0,1,0.056845028029821915,0.197375320224904,1
<A_APPROVED | 55>,A_REGISTERED,<A_REGISTERED | 73>,0.282051282051282,0.0,11,0.42539033570020823,0.999180865670028,1
<A_APPROVED | 55>,A_REGISTERED,<A_REGISTERED | 85>,0.717948717948718,0.0,28,0.42539033570020823,0.999180865670028,1
<A_APPROVED | 59>,A_REGISTERED,<A_REGISTERED | 17>,1.0,0.0,2,0.10653623740832609,0.197375320224904,1
<A_APPROVED | 64>,A_REGISTERED,<A_REGISTERED | 112>,0.0971563981042654,0.0,41,0.5342343111334453,1.0,1
<A_APPROVED | 64>,A_REGISTERED,<A_REGISTERED | 17>,0.54739336492891,0.0,231,0.5342343111334453,1.0,1
<A_APPROVED | 64>,A_REGISTERED,<A_REGISTERED | 92>,0.3554502369668246,0.0,150,0.5342343111334453,1.0,1
<A_APPROVED | 69>,A_REGISTERED,<A_REGISTERED | 102>,0.0339805825242718,0.0,7,0.5068725446058224,1.0,1
<A_APPROVED | 69>,A_REGISTERED,<A_REGISTERED | 112>,0.0194174757281553,0.0,4,0.5068725446058224,1.0,1
<A_APPROVED | 69>,A_REGISTERED,<A_REGISTERED | 50>,0.9466019417475728,0.0,195,0.5068725446058224,1.0,1
<A_APPROVED | 77>,A_REGISTERED,<A_REGISTERED | 116>,0.7963800904977375,0.0,352,0.5270531906880036,1.0,1
<A_APPROVED | 77>,A_REGISTERED,<A_REGISTERED | 17>,0.2036199095022624,0.0,90,0.5270531906880036,1.0,1
<A_APPROVED | 79>,A_REGISTERED,<A_REGISTERED | 112>,0.451048951048951,0.0,129,0.5176332032897516,1.0,1
<A_APPROVED | 79>,A_REGISTERED,<A_REGISTERED | 12>,0.3811188811188811,0.0,109,0.5176332032897516,1.0,1
<A_APPROVED | 79>,A_REGISTERED,<A_REGISTERED | 92>,0.1678321678321678,0.0,48,0.5176332032897516,1.0,1
<A_APPROVED | 80>,A_REGISTERED,<A_REGISTERED | 116>,1.0,0.0,21,0.5083257133292516,0.9704519366134539,1
<A_APPROVED | 81>,A_REGISTERED,<A_REGISTERED | 102>,0.9230769230769232,0.0,156,0.534125204506089,0.9999999999999958,1
<A_APPROVED | 81>,A_REGISTERED,<A_REGISTERED | 112>,0.0059171597633136,0.0,1,0.534125204506089,0.9999999999999958,1
<A_APPROVED | 81>,A_REGISTERED,<A_REGISTERED | 17>,0.0710059171597633,0.0,12,0.534125204506089,0.9999999999999958,1
<A_APPROVED | 8>,A_REGISTERED,<A_REGISTERED | 8>,1.0,0.0,6,0.1075202236512933,0.5370495669980353,1
<A_CANCELLED | 0>,END,<END | 0>,1.0,0.0536709034114668,588,0.0536709034114668,1.0,1
<A_CANCELLED | 101>,END,<END | 101>,1.0,0.0541144832725181,104,0.05411448317228336,0.999999998147728,1
<A_CANCELLED | 103>,END,<END | 103>,1.0,0.0502609452639242,67,0.05026079295900439,0.999996969716367,1
<A_CANCELLED | 106>,END,<END | 106>,1.0,0.0541230402341209,56,0.054121560076233206,0.9999726519818308,1
<A_CANCELLED | 107>,END,<END | 107>,1.0,0.0529986567488308,231,0.0529986567488308,1.0,1
<A_CANCELLED | 23>,END,<END | 23>,1.0,0.0544941594593776,1,0.0054313235920887305,0.09966799462495579,1
<A_CANCELLED | 62>,END,<END | 62>,1.0,0.0542620037168799,199,0.0542620037168799,1.0,1
<A_CANCELLED | 8>,END,<END | 8>,1.0,0.0543920044997804,5,0.025135478497112177,0.4621171572600098,1
<A_DECLINED | 0>,END,<END | 0>,1.0,0.0536709034114668,1627,0.0536709034114668,1.0,1
<A_DECLINED | 101>,END,<END | 41>,1.0,0.0454512719536403,267,0.0454512719536403,1.0,1
<A_DECLINED | 104>,END,<END | 104>,1.0,0.052280220227438,1,0.005210664708619796,0.09966799462495579,1
<A_DECLINED | 106>,END,<END | 41>,1.0,0.0454512719536403,147,0.0454512719536248,0.9999999999996589,1
<A_DECLINED | 107>,END,<END | 107>,1.0,0.0529986567488308,720,0.0529986567488308,1.0,1
<A_DECLINED | 108>,END,<END | 78>,1.0,1.3877787807814457e-17,1,1.3831712806355283e-18,0.09966799462495579,1
<A_DECLINED | 109>,END,<END | 90>,1.0,0.0211709813523743,1,0.002110069255633481,0.09966799462495579,1
<A_DECLINED | 110>,END,<END | 78>,1.0,1.3877787807814457e-17,1,1.3831712806355283e-18,0.09966799462495579,1
<A_DECLINED | 111>,END,<END | 30>,0.4705882352941176,0.0344427264337876,8,0.02564565068793813,0.935409070603099,1
<A_DECLINED | 111>,END,<END | 90>,0.5294117647058824,0.0211709813523743,9,0.02564565068793813,0.935409070603099,1
<A_DECLINED | 113>,END,<END | 90>,1.0,0.0211709813523743,1,0.002110069255633481,0.09966799462495579,1
<A_DECLINED | 114>,END,<END | 52>,1.0,0.0393769956077697,1,0.003924626186582098,0.09966799462495579,1
<A_DECLINED | 11>,END,<END | 90>,1.0,0.0211709813523743,2,0.0041786292239003485,0.197375320224904,1
<A_DECLINED | 16>,END,<END | 30>,0.6,0.0344427264337876,3,0.015145996694852936,0.4621171572600098,1
<A_DECLINED | 16>,END,<END | 52>,0.2,0.0393769956077697,1,0.015145996694852936,0.4621171572600098,1
<A_DECLINED | 16>,END,<END | 90>,0.2,0.0211709813523743,1,0.015145996694852936,0.4621171572600098,1
<A_DECLINED | 20>,END,<END | 52>,1.0,0.0393769956077697,2,0.007772047117578183,0.197375320224904,1
<A_DECLINED | 23>,END,<END | 30>,1.0,0.0344427264337876,37,0.03440064573246551,0.9987782412811312,1
<A_DECLINED | 25>,END,<END | 90>,1.0,0.0211709813523743,1,0.002110069255633481,0.09966799462495579,1
<A_DECLINED | 28>,END,<END | 78>,0.5,1.3877787807814457e-17,1,0.0020893146119501755,0.197375320224904,1
<A_DECLINED | 28>,END,<END | 90>,0.5,0.0211709813523743,1,0.0020893146119501755,0.197375320224904,1
<A_DECLINED | 34>,END,<END | 52>,1.0,0.0393769956077697,32,0.03924635840207332,0.9966823978396512,1
<A_DECLINED | 36>,END,<END | 78>,1.0,1.3877787807814457e-17,1,1.3831712806355283e-18,0.09966799462495579,1
<A_DECLINED | 39>,END,<END | 90>,1.0,0.0211709813523743,2,0.0041786292239003485,0.197375320224904,1
<A_DECLINED | 44>,END,<END | 90>,1.0,0.0211709813523743,4,0.008043892394759333,0.3799489622552249,1
<A_DECLINED | 51>,END,<END | 90>,1.0,0.0211709813523743,1,0.002110069255633481,0.09966799462495579,1
<A_DECLINED | 52>,END,<END | 52>,1.0,0.0393769956077697,255,0.0393769956077697,1.0,1
<A_DECLINED | 54>,END,<END | 90>,1.0,0.0211709813523743,4,0.008043892394759333,0.3799489622552249,1
<A_DECLINED | 56>,END,<END | 78>,1.0,1.3877787807814457e-17,1,1.3831712806355283e-18,0.09966799462495579,1
<A_DECLINED | 59>,END,<END | 52>,1.0,0.0393769956077697,1,0.003924626186582098,0.09966799462495579,1
<A_DECLINED | 60>,END,<END | 90>,1.0,0.0211709813523743,2,0.0041786292239003485,0.197375320224904,1
<A_DECLINED | 61>,END,<END | 52>,0.7777777777777778,0.0393769956077697,7,0.025307673814025593,0.7162978701990244,1
<A_DECLINED | 61>,END,<END | 90>,0.2222222222222222,0.0211709813523743,2,0.025307673814025593,0.7162978701990244,1
<A_DECLINED | 62>,END,<END | 41>,1.0,0.0454512719536405,667,0.0454512719536405,1.0,1
<A_DECLINED | 63>,END,<END | 90>,1.0,0.0211709813523743,1,0.002110069255633481,0.09966799462495579,1
<A_DECLINED | 65>,END,<END | 30>,0.4,0.0344427264337876,2,0.017284701094167906,0.4621171572600098,1
<A_DECLINED | 65>,END,<END | 52>,0.6,0.0393769956077697,3,0.017284701094167906,0.4621171572600098,1
<A_DECLINED | 66>,END,<END | 78>,1.0,1.3877787807814457e-17,1,1.3831712806355283e-18,0.09966799462495579,1
<A_DECLINED | 6>,END,<END | 90>,1.0,0.0211709813523743,9,0.01516472885272897,0.7162978701990244,1
<A_DECLINED | 71>,END,<END | 30>,1.0,0.0344427264337875,736,0.0344427264337875,1.0,1
<A_DECLINED | 76>,END,<END | 90>,1.0,0.0211709813523743,5,0.009783473718963888,0.4621171572600098,1
