s,a,s',p_r,reward,number_occurrences,q,scale_factor,policy
<>,START,<START>,1.0,0.0,16000,0.3179562972109345,1.0,1
<A_ACCEPTED | 10>,A_FINALIZED,<A_FINALIZED | 106>,1.0,0.0,6301,0.3869581055486658,1.0,1
<A_ACCEPTED | 43>,A_FINALIZED,<A_FINALIZED | 43>,1.0,0.0,418,0.3643372732716031,0.9999818705522698,1
<A_ACTIVATED | 109>,END,<END | 19>,0.1288343558282208,0.652443601710321,63,0.5614532114288306,0.9999974773166818,1
<A_ACTIVATED | 109>,END,<END | 28>,0.5132924335378323,0.3832396062516149,251,0.5614532114288306,0.9999974773166818,1
<A_ACTIVATED | 109>,END,<END | 39>,0.081799591002045,0.290381654907542,40,0.5614532114288306,0.9999974773166818,1
<A_ACTIVATED | 109>,END,<END | 92>,0.2760736196319018,0.9306589534926536,135,0.5614532114288306,0.9999974773166818,1
<A_ACTIVATED | 12>,END,<END | 11>,0.5,0.5188323387178492,4,0.058971850067052176,0.110656110524738,1
<A_ACTIVATED | 12>,END,<END | 12>,0.25,0.0940513132097066,2,0.058971850067052176,0.110656110524738,1
<A_ACTIVATED | 12>,END,<END | 71>,0.25,0.9999999999999948,2,0.058971850067052176,0.110656110524738,1
<A_ACTIVATED | 15>,END,<END | 11>,0.0287769784172661,0.5188323387178488,32,0.5584052963972153,0.9999999999999231,1
<A_ACTIVATED | 15>,END,<END | 19>,0.4334532374100719,0.6524436017103155,482,0.5584052963972153,0.9999999999999231,1
<A_ACTIVATED | 15>,END,<END | 39>,0.3875899280575539,0.2903816549075431,431,0.5584052963972153,0.9999999999999231,1
<A_ACTIVATED | 15>,END,<END | 71>,0.1205035971223021,0.9999999999999958,134,0.5584052963972153,0.9999999999999231,1
<A_ACTIVATED | 15>,END,<END | 92>,0.0296762589928057,0.930658953492656,33,0.5584052963972153,0.9999999999999231,1
<A_ACTIVATED | 16>,END,<END | 22>,0.7109826589595376,0.4506695477406681,123,0.420809334397879,0.9837645672665292,1
<A_ACTIVATED | 16>,END,<END | 25>,0.2658959537572254,0.3459339780261885,46,0.420809334397879,0.9837645672665292,1
<A_ACTIVATED | 16>,END,<END | 29>,0.0115606936416184,0.8329212139637513,2,0.420809334397879,0.9837645672665292,1
<A_ACTIVATED | 16>,END,<END | 60>,0.0115606936416184,0.4951503985636025,2,0.420809334397879,0.9837645672665292,1
<A_ACTIVATED | 31>,END,<END | 19>,0.0629921259842519,0.6524436017103206,32,0.5436423384275536,0.9999985118319255,1
<A_ACTIVATED | 31>,END,<END | 28>,0.0216535433070866,0.3832396062516154,11,0.5436423384275536,0.9999985118319255,1
<A_ACTIVATED | 31>,END,<END | 29>,0.0590551181102362,0.8329212139637509,30,0.5436423384275536,0.9999985118319255,1
<A_ACTIVATED | 31>,END,<END | 39>,0.0590551181102362,0.2903816549075421,30,0.5436423384275536,0.9999985118319255,1
<A_ACTIVATED | 31>,END,<END | 92>,0.2480314960629921,0.9306589534926536,126,0.5436423384275536,0.9999985118319255,1
<A_ACTIVATED | 31>,END,<END | 97>,0.5492125984251969,0.3588343146234162,279,0.5436423384275536,0.9999985118319255,1
<A_ACTIVATED | 50>,END,<END | 25>,0.4084967320261438,0.3459339780261891,125,0.5361838904865205,0.9995931460438896,1
<A_ACTIVATED | 50>,END,<END | 29>,0.3790849673202614,0.8329212139637502,116,0.5361838904865205,0.9995931460438896,1
<A_ACTIVATED | 50>,END,<END | 60>,0.022875816993464,0.4951503985636025,7,0.5361838904865205,0.9995931460438896,1
<A_ACTIVATED | 50>,END,<END | 97>,0.1895424836601307,0.3588343146234172,58,0.5361838904865205,0.9995931460438896,1
<A_ACTIVATED | 53>,END,<END | 11>,0.6097785977859779,0.5188323387178465,661,0.5983785505446111,0.9999999999998326,1
<A_ACTIVATED | 53>,END,<END | 19>,0.0092250922509225,0.6524436017103207,10,0.5983785505446111,0.9999999999998326,1
<A_ACTIVATED | 53>,END,<END | 39>,0.0452029520295202,0.290381654907542,49,0.5983785505446111,0.9999999999998326,1
<A_ACTIVATED | 53>,END,<END | 53>,0.081180811808118,0.10160267943634,88,0.5983785505446111,0.9999999999998326,1
<A_ACTIVATED | 53>,END,<END | 71>,0.2546125461254612,1.0,276,0.5983785505446111,0.9999999999998326,1
<A_ACTIVATED | 74>,END,<END | 22>,0.0512820512820512,0.4506695477406678,2,0.20652062113047737,0.4942485345413391,1
<A_ACTIVATED | 74>,END,<END | 69>,0.9487179487179488,0.4160735625832517,37,0.20652062113047737,0.4942485345413391,1
<A_ACTIVATED | 7>,END,<END | 25>,0.0202020202020202,0.3459339780261886,4,0.4917314276896797,0.9918597245682077,1
<A_ACTIVATED | 7>,END,<END | 28>,0.1717171717171717,0.3832396062516151,34,0.4917314276896797,0.9918597245682077,1
<A_ACTIVATED | 7>,END,<END | 29>,0.0151515151515151,0.8329212139637512,3,0.4917314276896797,0.9918597245682077,1
<A_ACTIVATED | 7>,END,<END | 60>,0.7323232323232324,0.495150398563603,145,0.4917314276896797,0.9918597245682077,1
<A_ACTIVATED | 7>,END,<END | 92>,0.0454545454545454,0.9306589534926556,9,0.4917314276896797,0.9918597245682077,1
<A_ACTIVATED | 7>,END,<END | 97>,0.0151515151515151,0.3588343146234171,3,0.4917314276896797,0.9918597245682077,1
<A_APPROVED | 0>,A_REGISTERED,<A_REGISTERED | 40>,0.6875,0.0,319,0.5416840627644404,0.9999949480903331,1
<A_APPROVED | 0>,A_REGISTERED,<A_REGISTERED | 52>,0.0150862068965517,0.0,7,0.5416840627644404,0.9999949480903331,1
<A_APPROVED | 0>,A_REGISTERED,<A_REGISTERED | 86>,0.2974137931034483,0.0,138,0.5416840627644404,0.9999949480903331,1
<A_APPROVED | 103>,A_REGISTERED,<A_REGISTERED | 102>,1.0,0.0,1,0.008310278854426806,0.013887995896521343,1
<A_APPROVED | 111>,A_REGISTERED,<A_REGISTERED | 102>,1.0,0.0,3,0.024918021123325966,0.04164257074548583,1
<A_APPROVED | 118>,A_REGISTERED,<A_REGISTERED | 20>,1.0,0.0,9,0.07021799505633958,0.12435300177159625,1
<A_APPROVED | 12>,A_REGISTERED,<A_REGISTERED | 12>,1.0,0.0,10,0.003177674888117059,0.13800266513638104,1
<A_APPROVED | 1>,A_REGISTERED,<A_REGISTERED | 102>,1.0,0.0,20,0.16206910619520878,0.2708471185167215,1
<A_APPROVED | 21>,A_REGISTERED,<A_REGISTERED | 63>,1.0,0.0,37,0.04827720545598591,0.47296968988334986,1
<A_APPROVED | 26>,A_REGISTERED,<A_REGISTERED | 102>,0.3333333333333333,0.0,1,0.008767333228979771,0.04164257074548583,1
<A_APPROVED | 26>,A_REGISTERED,<A_REGISTERED | 26>,0.6666666666666666,0.0,2,0.008767333228979771,0.04164257074548583,1
<A_APPROVED | 37>,A_REGISTERED,<A_REGISTERED | 13>,0.1321321321321321,0.0,44,0.5209889210024122,0.9998077951690011,1
<A_APPROVED | 37>,A_REGISTERED,<A_REGISTERED | 52>,0.8438438438438438,0.0,281,0.5209889210024122,0.9998077951690011,1
<A_APPROVED | 37>,A_REGISTERED,<A_REGISTERED | 86>,0.006006006006006,0.0,2,0.5209889210024122,0.9998077951690011,1
<A_APPROVED | 37>,A_REGISTERED,<A_REGISTERED | 91>,0.018018018018018,0.0,6,0.5209889210024122,0.9998077951690011,1
<A_APPROVED | 48>,A_REGISTERED,<A_REGISTERED | 20>,1.0,0.0,2,0.015681152186989285,0.027770635492009754,1
<A_APPROVED | 51>,A_REGISTERED,<A_REGISTERED | 105>,0.927007299270073,0.0,127,0.38908586021281244,0.9564746328741021,1
<A_APPROVED | 51>,A_REGISTERED,<A_REGISTERED | 13>,0.0583941605839416,0.0,8,0.38908586021281244,0.9564746328741021,1
<A_APPROVED | 51>,A_REGISTERED,<A_REGISTERED | 63>,0.0145985401459854,0.0,2,0.38908586021281244,0.9564746328741021,1
<A_APPROVED | 56>,A_REGISTERED,<A_REGISTERED | 102>,1.0,0.0,13,0.10688163002993614,0.17861875218285306,1
<A_APPROVED | 61>,A_REGISTERED,<A_REGISTERED | 40>,1.0,0.0,1,0.007563332758968806,0.013887995896521343,1
<A_APPROVED | 64>,A_REGISTERED,<A_REGISTERED | 20>,1.0,0.0,1,0.007842088355820814,0.013887995896521343,1
<A_APPROVED | 70>,A_REGISTERED,<A_REGISTERED | 20>,0.4864197530864197,0.0,197,0.5549933555581368,0.9999739857430671,1
<A_APPROVED | 70>,A_REGISTERED,<A_REGISTERED | 40>,0.4716049382716049,0.0,191,0.5549933555581368,0.9999739857430671,1
<A_APPROVED | 70>,A_REGISTERED,<A_REGISTERED | 91>,0.0419753086419753,0.0,17,0.5549933555581368,0.9999739857430671,1
<A_APPROVED | 78>,A_REGISTERED,<A_REGISTERED | 102>,1.0,0.0,116,0.5524973101553691,0.9233240557492808,1
<A_APPROVED | 81>,A_REGISTERED,<A_REGISTERED | 20>,0.3730512249443207,0.0,335,0.5617845360956838,0.9999999999706374,1
<A_APPROVED | 81>,A_REGISTERED,<A_REGISTERED | 91>,0.6269487750556793,0.0,563,0.5617845360956838,0.9999999999706374,1
<A_APPROVED | 87>,A_REGISTERED,<A_REGISTERED | 105>,0.0966542750929368,0.0,26,0.5021241248189804,0.9988633199966036,1
<A_APPROVED | 87>,A_REGISTERED,<A_REGISTERED | 13>,0.20817843866171,0.0,56,0.5021241248189804,0.9988633199966036,1
<A_APPROVED | 87>,A_REGISTERED,<A_REGISTERED | 86>,0.6951672862453532,0.0,187,0.5021241248189804,0.9988633199966036,1
<A_APPROVED | 98>,A_REGISTERED,<A_REGISTERED | 102>,0.6485355648535565,0.0,775,0.5865300224731196,0.9999999999999923,1
<A_APPROVED | 98>,A_REGISTERED,<A_REGISTERED | 20>,0.3514644351464435,0.0,420,0.5865300224731196,0.9999999999999923,1
<A_CANCELLED | 100>,END,<END | 100>,1.0,0.089638886086395,127,0.0845237113860993,0.9429357623279072,1
<A_CANCELLED | 10>,END,<END | 10>,1.0,0.0937987854426895,660,0.09379878339548275,0.9999999781744855,1
<A_CANCELLED | 111>,END,<END | 111>,1.0,0.0940228255203064,2,0.0026110736154532615,0.027770635492009754,1
<A_CANCELLED | 12>,END,<END | 12>,1.0,0.0940513132097066,13,0.016799328206676477,0.17861875218285306,1
<A_CANCELLED | 26>,END,<END | 26>,1.0,0.0940535696974437,1,0.0013062155900112823,0.013887995896521343,1
<A_CANCELLED | 43>,END,<END | 43>,1.0,0.0935292158382703,50,0.05619512159225228,0.6008296026925348,1
<A_CANCELLED | 57>,END,<END | 57>,1.0,0.0926565438694405,457,0.09265597530775889,0.9999938637719704,1
<A_CANCELLED | 78>,END,<END | 100>,1.0,0.089638886086395,9,0.011146864560305392,0.12435300177159625,1
<A_CANCELLED | 95>,END,<END | 95>,1.0,0.0932541621657818,1136,0.09325416216577812,0.9999999999999605,1
<A_DECLINED | 103>,END,<END | 54>,1.0,0.0731849540457435,2,0.002032392682303827,0.027770635492009754,1
<A_DECLINED | 104>,END,<END | 45>,1.0,0.077475767415346,23,0.023940360656372724,0.3090044985037572,1
<A_DECLINED | 107>,END,<END | 112>,1.0,0.0,1,0.0,0.013887995896521343,1
<A_DECLINED | 110>,END,<END | 110>,0.5454545454545454,0.0937644562282997,6,0.011816396177491707,0.15160010723160078,1
<A_DECLINED | 110>,END,<END | 45>,0.1818181818181818,0.077475767415346,2,0.011816396177491707,0.15160010723160078,1
<A_DECLINED | 110>,END,<END | 83>,0.2727272727272727,0.0466171151001612,3,0.011816396177491707,0.15160010723160078,1
<A_DECLINED | 112>,END,<END | 112>,1.0,0.0,10,0.0,0.13800266513638104,1
<A_DECLINED | 116>,END,<END | 116>,0.4,0.0940807170239927,16,0.04115263215721353,0.5046723977218568,1
<A_DECLINED | 116>,END,<END | 54>,0.6,0.0731849540457435,24,0.04115263215721353,0.5046723977218568,1
<A_DECLINED | 117>,END,<END | 83>,1.0,0.0466171151001612,1,0.0006474183032187019,0.013887995896521343,1
<A_DECLINED | 118>,END,<END | 118>,0.2,0.0939582374388663,1,0.005600185358205587,0.06933302670680774,1
<A_DECLINED | 118>,END,<END | 45>,0.8,0.077475767415346,4,0.005600185358205587,0.06933302670680774,1
<A_DECLINED | 14>,END,<END | 14>,0.8571428571428571,0.093829908550642,12,0.017569551897800115,0.19203038665303362,1
<A_DECLINED | 14>,END,<END | 45>,0.1428571428571428,0.077475767415346,2,0.017569551897800115,0.19203038665303362,1
<A_DECLINED | 17>,END,<END | 17>,0.375,0.0939888060942364,3,0.007977880904070304,0.110656110524738,1
<A_DECLINED | 17>,END,<END | 45>,0.25,0.077475767415346,2,0.007977880904070304,0.110656110524738,1
<A_DECLINED | 17>,END,<END | 83>,0.375,0.0466171151001612,3,0.007977880904070304,0.110656110524738,1
<A_DECLINED | 18>,END,<END | 83>,1.0,0.0466171151001612,5,0.003232105686233807,0.06933302670680774,1
<A_DECLINED | 1>,END,<END | 45>,0.5,0.077475767415346,1,0.0020919719893295638,0.027770635492009754,1
<A_DECLINED | 1>,END,<END | 54>,0.5,0.0731849540457435,1,0.0020919719893295638,0.027770635492009754,1
<A_DECLINED | 23>,END,<END | 112>,1.0,0.0,1,0.0,0.013887995896521343,1
<A_DECLINED | 30>,END,<END | 45>,0.2,0.077475767415346,1,0.005133633388979747,0.06933302670680774,1
<A_DECLINED | 30>,END,<END | 54>,0.8,0.0731849540457435,4,0.005133633388979747,0.06933302670680774,1
<A_DECLINED | 34>,END,<END | 45>,1.0,0.077475767415346,3,0.0032262901256543512,0.04164257074548583,1
<A_DECLINED | 35>,END,<END | 35>,0.125,0.0940451810872159,1,0.005814494304847633,0.110656110524738,1
<A_DECLINED | 35>,END,<END | 83>,0.875,0.0466171151001612,7,0.005814494304847633,0.110656110524738,1
<A_DECLINED | 36>,END,<END | 83>,1.0,0.0466171151001612,11,0.007067159648012314,0.15160010723160078,1
<A_DECLINED | 3>,END,<END | 83>,1.0,0.0466171151001612,2,0.0012945869111356404,0.027770635492009754,1
<A_DECLINED | 41>,END,<END | 41>,0.8333333333333334,0.0939325324671749,5,0.007581602970413111,0.0831409664335997,1
