s,a,s',p_r,reward,number_occurrences,q,scale_factor,policy
<>,START,<START>,1.0,0.0,2000,0.34164389927116656,1,1
<A_ACCEPTED | 21>,A_FINALIZED,<A_FINALIZED | 21>,0.2150537634408602,0.0,20,0.4223927338946266,1,1
<A_ACCEPTED | 21>,A_FINALIZED,<A_FINALIZED | 68>,0.7849462365591398,0.0,73,0.4223927338946266,1,1
<A_ACCEPTED | 74>,A_FINALIZED,<A_FINALIZED | 68>,1.0,0.0,456,0.42239273389462667,1,1
<A_ACTIVATED | 112>,END,<END | 39>,0.0714285714285714,0.4032977402280592,1,0.5210725982821259,1,1
<A_ACTIVATED | 112>,END,<END | 44>,0.3571428571428571,1.0,5,0.5210725982821259,1,1
<A_ACTIVATED | 112>,END,<END | 73>,0.0714285714285714,0.4578825343928724,1,0.5210725982821259,1,1
<A_ACTIVATED | 112>,END,<END | 86>,0.5,0.2048337287612618,7,0.5210725982821259,1,1
<A_ACTIVATED | 11>,END,<END | 117>,0.6363636363636364,0.3870821114241601,35,0.5295642471313282,1,1
<A_ACTIVATED | 11>,END,<END | 11>,0.0181818181818181,0.1249961936146458,1,0.5295642471313282,1,1
<A_ACTIVATED | 11>,END,<END | 25>,0.3454545454545454,0.8133243946717265,19,0.5295642471313282,1,1
<A_ACTIVATED | 15>,END,<END | 117>,0.1147540983606557,0.38708211142416,7,0.5278018232823297,1,1
<A_ACTIVATED | 15>,END,<END | 25>,0.360655737704918,0.8133243946717262,22,0.5278018232823297,1,1
<A_ACTIVATED | 15>,END,<END | 26>,0.081967213114754,0.5347290177231585,5,0.5278018232823297,1,1
<A_ACTIVATED | 15>,END,<END | 94>,0.4426229508196721,0.330353876624416,27,0.5278018232823297,1,1
<A_ACTIVATED | 19>,END,<END | 25>,1.0,0.8133243946717267,1,0.0,0,1
<A_ACTIVATED | 30>,END,<END | 26>,0.0909090909090909,0.5347290177231585,3,0.5003989860479022,1,1
<A_ACTIVATED | 30>,END,<END | 4>,0.8787878787878788,0.4831827617160211,29,0.5003989860479022,1,1
<A_ACTIVATED | 30>,END,<END | 82>,0.0303030303030303,0.8966793966466855,1,0.5003989860479022,1,1
<A_ACTIVATED | 41>,END,<END | 4>,0.2413793103448276,0.4831827617160211,7,0.46398948581570154,1,1
<A_ACTIVATED | 41>,END,<END | 73>,0.7586206896551724,0.4578825343928726,22,0.46398948581570154,1,1
<A_ACTIVATED | 46>,END,<END | 61>,1.0,0.5280594635106022,12,0.5280594635106022,1,1
<A_ACTIVATED | 47>,END,<END | 26>,0.5636363636363636,0.5347290177231585,31,0.5807321493144916,1,1
<A_ACTIVATED | 47>,END,<END | 39>,0.0181818181818181,0.4032977402280592,1,0.5807321493144916,1,1
<A_ACTIVATED | 47>,END,<END | 82>,0.2363636363636363,0.8966793966466856,13,0.5807321493144916,1,1
<A_ACTIVATED | 47>,END,<END | 94>,0.1818181818181818,0.330353876624416,10,0.5807321493144916,1,1
<A_ACTIVATED | 65>,END,<END | 18>,0.8333333333333334,0.5209604557004548,5,0.6008003797503789,1,1
<A_ACTIVATED | 65>,END,<END | 44>,0.1666666666666666,1.0,1,0.6008003797503789,1,1
<A_ACTIVATED | 6>,END,<END | 18>,0.0526315789473684,0.5209604557004548,1,0.6573540271771988,1,1
<A_ACTIVATED | 6>,END,<END | 44>,0.0526315789473684,1.0,1,0.6573540271771988,1,1
<A_ACTIVATED | 6>,END,<END | 52>,0.8421052631578947,0.6569302203920909,16,0.6573540271771988,1,1
<A_ACTIVATED | 6>,END,<END | 73>,0.0526315789473684,0.4578825343928724,1,0.6573540271771988,1,1
<A_ACTIVATED | 85>,END,<END | 39>,0.8055555555555556,0.403297740228059,29,0.4992330623094586,1,1
<A_ACTIVATED | 85>,END,<END | 82>,0.1944444444444444,0.8966793966466856,7,0.4992330623094586,1,1
<A_APPROVED | 114>,A_REGISTERED,<A_REGISTERED | 114>,1.0,0.0,3,0.0,0,1
<A_APPROVED | 119>,A_REGISTERED,<A_REGISTERED | 108>,0.1129032258064516,0.0,7,0.5637790919039356,1,1
<A_APPROVED | 119>,A_REGISTERED,<A_REGISTERED | 17>,0.032258064516129,0.0,2,0.5637790919039356,1,1
<A_APPROVED | 119>,A_REGISTERED,<A_REGISTERED | 50>,0.8064516129032258,0.0,50,0.5637790919039356,1,1
<A_APPROVED | 119>,A_REGISTERED,<A_REGISTERED | 91>,0.032258064516129,0.0,2,0.5637790919039356,1,1
<A_APPROVED | 119>,A_REGISTERED,<A_REGISTERED | 98>,0.0161290322580645,0.0,1,0.5637790919039356,1,1
<A_APPROVED | 19>,A_REGISTERED,<A_REGISTERED | 19>,1.0,0.0,2,0.0,0,1
<A_APPROVED | 20>,A_REGISTERED,<A_REGISTERED | 107>,0.2105263157894736,0.0,4,0.6454479961399735,1,1
<A_APPROVED | 20>,A_REGISTERED,<A_REGISTERED | 32>,0.7894736842105263,0.0,15,0.6454479961399735,1,1
<A_APPROVED | 27>,A_REGISTERED,<A_REGISTERED | 98>,1.0,0.0,38,0.4938639475446867,1,1
<A_APPROVED | 36>,A_REGISTERED,<A_REGISTERED | 106>,0.8571428571428571,0.0,12,0.5324622813490192,1,1
<A_APPROVED | 36>,A_REGISTERED,<A_REGISTERED | 107>,0.1428571428571428,0.0,2,0.5324622813490192,1,1
<A_APPROVED | 48>,A_REGISTERED,<A_REGISTERED | 48>,1.0,0.0,1,0.0,0,1
<A_APPROVED | 53>,A_REGISTERED,<A_REGISTERED | 77>,1.0,0.0,1,0.0,0,1
<A_APPROVED | 59>,A_REGISTERED,<A_REGISTERED | 108>,0.0606060606060606,0.0,4,0.5310573311822276,1,1
<A_APPROVED | 59>,A_REGISTERED,<A_REGISTERED | 50>,0.0454545454545454,0.0,3,0.5310573311822276,1,1
<A_APPROVED | 59>,A_REGISTERED,<A_REGISTERED | 77>,0.8939393939393939,0.0,59,0.5310573311822276,1,1
<A_APPROVED | 84>,A_REGISTERED,<A_REGISTERED | 108>,0.6923076923076923,0.0,27,0.5328939913754003,1,1
<A_APPROVED | 84>,A_REGISTERED,<A_REGISTERED | 77>,0.3076923076923077,0.0,12,0.5328939913754003,1,1
<A_APPROVED | 87>,A_REGISTERED,<A_REGISTERED | 106>,0.0357142857142857,0.0,1,0.49569035690066,1,1
<A_APPROVED | 87>,A_REGISTERED,<A_REGISTERED | 32>,0.0357142857142857,0.0,1,0.49569035690066,1,1
<A_APPROVED | 87>,A_REGISTERED,<A_REGISTERED | 70>,0.9285714285714286,0.0,26,0.49569035690066,1,1
<A_APPROVED | 88>,A_REGISTERED,<A_REGISTERED | 17>,0.4444444444444444,0.0,16,0.5073738240866168,1,1
<A_APPROVED | 88>,A_REGISTERED,<A_REGISTERED | 91>,0.5555555555555556,0.0,20,0.5073738240866168,1,1
<A_APPROVED | 96>,A_REGISTERED,<A_REGISTERED | 14>,1.0,0.0,12,0.5280594635106022,1,1
<A_CANCELLED | 114>,END,<END | 51>,1.0,0.120313918876645,2,0.0,0,1
<A_CANCELLED | 19>,END,<END | 19>,1.0,0.1243453416435826,2,0.0,0,1
<A_CANCELLED | 21>,END,<END | 21>,1.0,0.1240981467069219,11,0.1240981467069219,1,1
<A_CANCELLED | 45>,END,<END | 45>,1.0,0.1230756181599394,75,0.1230756181599394,1,1
