s,a,s',p_r,reward,number_occurrences,q,scale_factor,policy
<>,START,<START>,1.0,0.0,2000,0.03153627630230851,1.0,1
<A_ACCEPTED | 15>,A_FINALIZED,<A_FINALIZED | 61>,0.9186046511627908,0.0,158,0.00921978544886582,0.9891588839768395,1
<A_ACCEPTED | 15>,A_FINALIZED,<A_FINALIZED | 97>,0.0813953488372093,0.0,14,0.00921978544886582,0.9891588839768395,1
<A_ACCEPTED | 25>,A_FINALIZED,<A_FINALIZED | 48>,1.0,0.0,330,0.022023060911631347,0.9999092042625951,1
<A_ACCEPTED | 35>,A_FINALIZED,<A_FINALIZED | 97>,1.0,0.0,76,0.010542104165040605,0.8182553932160256,1
<A_ACTIVATED | 20>,END,<END | 12>,0.2676056338028169,0.9999999999999998,19,0.41816394730821504,0.7916205544101039,1
<A_ACTIVATED | 20>,END,<END | 88>,0.7323943661971831,0.3558632314308342,52,0.41816394730821504,0.7916205544101039,1
<A_ACTIVATED | 3>,END,<END | 12>,0.0147058823529411,1.0,1,0.5297956180301864,0.7740298464722798,1
<A_ACTIVATED | 3>,END,<END | 27>,0.5147058823529411,0.9473780665403606,35,0.5297956180301864,0.7740298464722798,1
<A_ACTIVATED | 3>,END,<END | 54>,0.3823529411764705,0.3689607681418011,26,0.5297956180301864,0.7740298464722798,1
<A_ACTIVATED | 3>,END,<END | 73>,0.088235294117647,0.4653907287714602,6,0.5297956180301864,0.7740298464722798,1
<A_ACTIVATED | 47>,END,<END | 70>,0.1886792452830188,0.7578131928519285,10,0.3410045333743806,0.6657274695813173,1
<A_ACTIVATED | 47>,END,<END | 7>,0.8113207547169812,0.4551156885707562,43,0.3410045333743806,0.6657274695813173,1
<A_ACTIVATED | 53>,END,<END | 12>,0.3561643835616438,0.9999999999999996,26,0.4754019942646678,0.8026654624025007,1
<A_ACTIVATED | 53>,END,<END | 54>,0.5342465753424658,0.3689607681418011,39,0.4754019942646678,0.8026654624025007,1
<A_ACTIVATED | 53>,END,<END | 88>,0.1095890410958904,0.3558632314308344,8,0.4754019942646678,0.8026654624025007,1
<A_ACTIVATED | 64>,END,<END | 40>,0.0277777777777777,0.580676992133754,1,0.3617279161729165,0.49710574139067476,1
<A_ACTIVATED | 64>,END,<END | 70>,0.8888888888888888,0.7578131928519289,32,0.3617279161729165,0.49710574139067476,1
<A_ACTIVATED | 64>,END,<END | 7>,0.0833333333333333,0.4551156885707559,3,0.3617279161729165,0.49710574139067476,1
<A_ACTIVATED | 81>,END,<END | 40>,0.9565217391304348,0.580676992133754,22,0.19712514515461083,0.335031145795462,1
<A_ACTIVATED | 81>,END,<END | 70>,0.0434782608695652,0.7578131928519285,1,0.19712514515461083,0.335031145795462,1
<A_ACTIVATED | 92>,END,<END | 27>,0.2666666666666666,0.9473780665403602,8,0.25278939067412276,0.4256281972349948,1
<A_ACTIVATED | 92>,END,<END | 73>,0.7333333333333333,0.4653907287714603,22,0.25278939067412276,0.4256281972349948,1
<A_APPROVED | 18>,A_REGISTERED,<A_REGISTERED | 50>,0.46875,0.0,15,0.0916358612732425,0.4501181866048478,1
<A_APPROVED | 18>,A_REGISTERED,<A_REGISTERED | 8>,0.53125,0.0,17,0.0916358612732425,0.4501181866048478,1
<A_APPROVED | 2>,A_REGISTERED,<A_REGISTERED | 14>,0.3,0.0,18,0.13669607146321067,0.7206956331664798,1
<A_APPROVED | 2>,A_REGISTERED,<A_REGISTERED | 60>,0.3166666666666666,0.0,19,0.13669607146321067,0.7206956331664798,1
<A_APPROVED | 2>,A_REGISTERED,<A_REGISTERED | 76>,0.3833333333333333,0.0,23,0.13669607146321067,0.7206956331664798,1
<A_APPROVED | 37>,A_REGISTERED,<A_REGISTERED | 8>,1.0,0.0,23,0.04844013342470709,0.335031145795462,1
<A_APPROVED | 38>,A_REGISTERED,<A_REGISTERED | 14>,0.3936170212765957,0.0,37,0.3070994253194104,0.8904806196232192,1
<A_APPROVED | 38>,A_REGISTERED,<A_REGISTERED | 46>,0.0425531914893617,0.0,4,0.3070994253194104,0.8904806196232192,1
<A_APPROVED | 38>,A_REGISTERED,<A_REGISTERED | 60>,0.0531914893617021,0.0,5,0.3070994253194104,0.8904806196232192,1
<A_APPROVED | 38>,A_REGISTERED,<A_REGISTERED | 91>,0.5106382978723404,0.0,48,0.3070994253194104,0.8904806196232192,1
<A_APPROVED | 63>,A_REGISTERED,<A_REGISTERED | 63>,1.0,0.0,2,0.0003129438796750977,0.030293758217371014,1
<A_APPROVED | 82>,A_REGISTERED,<A_REGISTERED | 46>,0.8181818181818182,0.0,72,0.3021670682045336,0.8700616617426719,1
<A_APPROVED | 82>,A_REGISTERED,<A_REGISTERED | 91>,0.1818181818181818,0.0,16,0.3021670682045336,0.8700616617426719,1
<A_APPROVED | 87>,A_REGISTERED,<A_REGISTERED | 50>,1.0,0.0,54,0.18230195942794172,0.6740790585953568,1
<A_APPROVED | 95>,A_REGISTERED,<A_REGISTERED | 95>,1.0,0.0,1,7.827188955849445e-05,0.015150355821552108,1
<A_CANCELLED | 15>,END,<END | 15>,1.0,0.0360927171868635,14,0.007543231912685771,0.2089959554342239,1
<A_CANCELLED | 19>,END,<END | 77>,1.0,0.0308777045873756,224,0.03080816255597453,0.9977478237993928,1
<A_CANCELLED | 23>,END,<END | 96>,1.0,0.0131962817611204,1,0.00019992836420243236,0.015150355821552108,1
<A_CANCELLED | 25>,END,<END | 25>,1.0,0.0361355352526291,28,0.014472224652378676,0.40049841661957186,1
<A_CANCELLED | 35>,END,<END | 35>,1.0,0.0350488087490364,9,0.004749977436171462,0.1355246470766871,1
<A_CANCELLED | 45>,END,<END | 77>,1.0,0.0308777045873756,91,0.02719336310336955,0.8806795539616504,1
<A_CANCELLED | 51>,END,<END | 96>,1.0,0.0131962817611204,14,0.0027579695148445805,0.2089959554342239,1
<A_CANCELLED | 98>,END,<END | 96>,1.0,0.0131962817611204,1,0.00019992836420243236,0.015150355821552108,1
<A_DECLINED | 11>,END,<END | 11>,1.0,0.0353556445395404,1,0.0005356505950743529,0.015150355821552108,1
<A_DECLINED | 15>,END,<END | 57>,1.0,0.0267701226870236,62,0.01967453235692352,0.734943675340735,1
<A_DECLINED | 19>,END,<END | 33>,1.0,0.0316267300459629,592,0.03162672902242369,0.9999999676368942,1
<A_DECLINED | 23>,END,<END | 86>,1.0,0.0115599601479579,1,0.00017513750952452434,0.015150355821552108,1
<A_DECLINED | 25>,END,<END | 57>,1.0,0.0267701226870235,99,0.02423092980001814,0.9051482536448664,1
<A_DECLINED | 30>,END,<END | 29>,0.7739130434782608,0.0151761088378788,89,0.01294396901939263,0.9405071492318516,1
<A_DECLINED | 30>,END,<END | 99>,0.2260869565217391,0.0089247339713239,26,0.01294396901939263,0.9405071492318516,1
<A_DECLINED | 32>,END,<END | 99>,1.0,0.0089247339713239,1,0.00013521289527825093,0.015150355821552108,1
<A_DECLINED | 34>,END,<END | 56>,1.0,3.4694469519536136e-17,33,1.6032909627012098e-17,0.4621171572600098,1
<A_DECLINED | 35>,END,<END | 35>,0.4230769230769231,0.0350488087490364,11,0.01134471463452658,0.37475136766986283,1
<A_DECLINED | 35>,END,<END | 57>,0.5769230769230769,0.0267701226870236,15,0.01134471463452658,0.37475136766986283,1
<A_DECLINED | 44>,END,<END | 99>,1.0,0.0089247339713239,1,0.00013521289527825093,0.015150355821552108,1
<A_DECLINED | 45>,END,<END | 65>,1.0,0.0292779004173491,277,0.02926465608337525,0.9995476337515651,1
<A_DECLINED | 51>,END,<END | 86>,1.0,0.0115599601479579,28,0.004629745735442491,0.40049841661957186,1
<A_DECLINED | 6>,END,<END | 56>,1.0,0.0,1,0.0,0.015150355821552108,1
<A_DECLINED | 93>,END,<END | 56>,1.0,0.0,2,0.0,0.030293758217371014,1
<A_DECLINED | 94>,END,<END | 56>,1.0,0.0,1,0.0,0.015150355821552108,1
<A_DECLINED | 98>,END,<END | 29>,1.0,0.0151761088378788,8,0.0018305719610728097,0.1206219578831561,1
<A_DECLINED | 9>,END,<END | 29>,1.0,0.0151761088378788,1,0.00022992344888046547,0.015150355821552108,1
