s,a,s',p_r,reward,number_occurrences,q,scale_factor,policy
<>,START,<START>,1.0,0.0,2000,0.5334842226426293,1,1
<A_ACCEPTED | 15>,A_FINALIZED,<A_FINALIZED | 61>,0.9186046511627908,0.0,158,0.5469926684281181,1,1
<A_ACCEPTED | 15>,A_FINALIZED,<A_FINALIZED | 97>,0.0813953488372093,0.0,14,0.5469926684281181,1,1
<A_ACCEPTED | 25>,A_FINALIZED,<A_FINALIZED | 48>,1.0,0.0,330,0.6218576099507693,1,1
<A_ACCEPTED | 35>,A_FINALIZED,<A_FINALIZED | 97>,1.0,0.0,76,0.6166264717640326,1,1
<A_ACTIVATED | 20>,END,<END | 12>,0.2676056338028169,0.9999999999999998,19,0.5282378596394841,1,1
<A_ACTIVATED | 20>,END,<END | 88>,0.7323943661971831,0.3558632314308342,52,0.5282378596394841,1,1
<A_ACTIVATED | 3>,END,<END | 12>,0.0147058823529411,1.0,1,0.684464068723944,1,1
<A_ACTIVATED | 3>,END,<END | 27>,0.5147058823529411,0.9473780665403606,35,0.684464068723944,1,1
<A_ACTIVATED | 3>,END,<END | 54>,0.3823529411764705,0.3689607681418011,26,0.684464068723944,1,1
<A_ACTIVATED | 3>,END,<END | 73>,0.088235294117647,0.4653907287714602,6,0.684464068723944,1,1
<A_ACTIVATED | 47>,END,<END | 70>,0.1886792452830188,0.7578131928519285,10,0.512228425227581,1,1
<A_ACTIVATED | 47>,END,<END | 7>,0.8113207547169812,0.4551156885707562,43,0.512228425227581,1,1
<A_ACTIVATED | 53>,END,<END | 12>,0.3561643835616438,0.9999999999999996,26,0.5922791206709166,1,1
<A_ACTIVATED | 53>,END,<END | 54>,0.5342465753424658,0.3689607681418011,39,0.5922791206709166,1,1
<A_ACTIVATED | 53>,END,<END | 88>,0.1095890410958904,0.3558632314308344,8,0.5922791206709166,1,1
<A_ACTIVATED | 64>,END,<END | 40>,0.0277777777777777,0.580676992133754,1,0.7276679508085484,1,1
<A_ACTIVATED | 64>,END,<END | 70>,0.8888888888888888,0.7578131928519289,32,0.7276679508085484,1,1
<A_ACTIVATED | 64>,END,<END | 7>,0.0833333333333333,0.4551156885707559,3,0.7276679508085484,1,1
<A_ACTIVATED | 81>,END,<END | 40>,0.9565217391304348,0.580676992133754,22,0.5883785660780224,1,1
<A_ACTIVATED | 81>,END,<END | 70>,0.0434782608695652,0.7578131928519285,1,0.5883785660780224,1,1
<A_ACTIVATED | 92>,END,<END | 27>,0.2666666666666666,0.9473780665403602,8,0.5939206855098336,1,1
<A_ACTIVATED | 92>,END,<END | 73>,0.7333333333333333,0.4653907287714603,22,0.5939206855098336,1,1
<A_APPROVED | 18>,A_REGISTERED,<A_REGISTERED | 50>,0.46875,0.0,15,0.6119402098883279,1,1
<A_APPROVED | 18>,A_REGISTERED,<A_REGISTERED | 8>,0.53125,0.0,17,0.6119402098883279,1,1
<A_APPROVED | 2>,A_REGISTERED,<A_REGISTERED | 14>,0.3,0.0,18,0.6395797460411674,1,1
